UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRET_PCF,RET_PCF,XRET_PCP,RET_PCP 
110404,"R",234,"R",234,"R",100,"R",98,"A",
110413,"R",383,"R",600,"R",64,"R",84,"A",
110422,"R",3318,"R",4240,"R",78,"R",91,"R",87
110468,"R",18,"R",48,"R",38,"R",42,"A",
110486,"R",766,"R",1587,"R",48,"R",79,"R",60
110495,"R",741,"R",1768,"R",42,"R",82,"R",67
110510,"R",1647,"R",3393,"R",49,"R",80,"R",40
110529,"R",3090,"R",4731,"R",65,"R",85,"R",61
110538,"R",2300,"R",3745,"R",61,"R",85,"R",50
110547,"R",705,"R",2207,"R",32,"R",73,"R",43
110556,"R",2356,"R",4118,"R",57,"R",86,"R",65
110565,"R",3820,"R",7612,"R",50,"R",82,"R",59
110574,"R",686,"R",2242,"R",31,"R",81,"R",39
110583,"R",4242,"R",7333,"R",58,"R",85,"R",65
110592,"R",1253,"R",3487,"R",36,"R",75,"R",41
110608,"R",3602,"R",7545,"R",48,"R",77,"R",52
110617,"R",2438,"R",5564,"R",44,"R",81,"R",60
110635,"R",4059,"R",6140,"R",66,"R",96,"R",72
110644,"R",3182,"R",6111,"R",52,"R",92,"R",87
110653,"R",4314,"R",5794,"R",74,"R",93,"R",52
110662,"R",4386,"R",7575,"R",58,"R",96,"R",91
110671,"R",2660,"R",3885,"R",68,"R",86,"R",82
110680,"R",3434,"R",5402,"R",64,"R",95,"R",89
110705,"R",3798,"R",5203,"R",73,"R",90,"R",66
110714,"R",2976,"R",3922,"R",76,"R",88,"R",29
110875,"R",79,"A",,"A",,"R",93,"A",
110918,"R",9,"R",18,"R",50,"R",80,"A",
110945,"R",78,"A",,"A",,"R",84,"A",
111009,"R",297,"A",,"A",,"R",91,"R",0
111054,"R",170,"A",,"A",,"R",76,"R",0
111081,"R",138,"R",274,"R",50,"R",78,"A",
111188,"R",146,"R",231,"R",63,"R",84,"R",40
111434,"R",179,"R",1328,"R",13,"R",68,"R",42
111461,"R",607,"R",4457,"R",14,"R",67,"R",48
111513,"R",33,"A",,"A",,"R",81,"R",71
111638,"R",236,"A",,"A",,"R",71,"R",62
111708,"R",43,"A",,"A",,"R",72,"R",40
111717,"R",121,"A",,"A",,"R",84,"A",
111726,"R",73,"A",,"A",,"R",85,"A",
111744,"R",15,"A",,"A",,"R",70,"R",92
111762,"R",51,"A",,"A",,"R",77,"A",
111771,"R",22,"A",,"A",,"R",91,"A",
111799,"R",22,"A",,"A",,"R",84,"A",
111887,"R",1429,"R",7437,"R",19,"R",61,"R",47
111896,"R",140,"R",1320,"R",11,"R",58,"R",31
111920,"R",704,"R",3848,"R",18,"R",69,"R",42
111939,"R",959,"R",4791,"R",20,"R",67,"R",45
111948,"R",851,"R",1154,"R",74,"R",85,"R",100
111966,"R",15,"R",146,"R",10,"R",100,"R",100
112075,"R",265,"R",532,"R",50,"R",76,"A",
112084,"R",91,"R",199,"R",46,"R",75,"R",25
112172,"R",1043,"R",3956,"R",26,"R",62,"R",43
112190,"R",1212,"R",10950,"R",11,"R",75,"R",39
112260,"R",271,"R",309,"R",88,"R",94,"A",
112288,"R",154,"A",,"A",,"A",,"A",
112312,"R",11,"R",51,"R",22,"R",62,"R",32
112367,"R",211,"A",,"A",,"R",73,"R",0
112385,"R",45,"R",2801,"R",2,"R",43,"R",26
112394,"R",21,"R",37,"R",57,"R",68,"R",33
112446,"R",24,"R",44,"R",55,"R",0,"R",0
112455,"R",33,"A",,"A",,"R",75,"A",
112516,"R",246,"A",,"A",,"R",61,"A",
112561,"R",135,"R",814,"R",17,"R",60,"R",34
112570,"R",29,"R",50,"R",58,"R",67,"A",
112686,"R",97,"R",1326,"R",7,"R",54,"R",13
112783,"R",504,"A",,"A",,"R",80,"A",
112826,"R",261,"R",1494,"R",17,"R",65,"R",48
113096,"R",825,"R",3332,"R",25,"R",63,"R",39
113111,"R",419,"R",1589,"R",26,"R",61,"R",44
113193,"R",766,"R",3323,"R",23,"R",64,"R",47
113218,"R",391,"R",2367,"R",17,"R",56,"R",36
113227,"R",167,"A",,"A",,"R",69,"A",
113236,"R",820,"R",4100,"R",20,"R",69,"R",42
113333,"R",1900,"R",7357,"R",26,"R",73,"R",29
113397,"R",134,"A",,"A",,"R",67,"R",59
113537,"R",2,"R",22,"R",9,"A",,"A",
113573,"R",588,"R",2210,"R",27,"R",70,"R",55
113582,"R",12,"R",86,"R",14,"R",84,"R",83
113607,"R",641,"R",1645,"R",39,"R",53,"R",28
113634,"R",1110,"R",4890,"R",23,"R",72,"R",49
113698,"R",227,"R",407,"R",56,"R",91,"Z",0
113713,"R",0,"A",,"A",,"R",89,"R",100
113856,"R",427,"R",5629,"R",8,"R",75,"R",44
113908,"R",18,"A",,"A",,"R",76,"A",
113980,"R",1133,"R",5802,"R",20,"R",72,"R",48
114044,"R",56,"A",,"A",,"A",,"A",
114062,"R",121,"A",,"A",,"R",65,"R",78
114071,"R",206,"A",,"A",,"R",88,"R",68
114080,"R",138,"A",,"A",,"R",54,"A",
114123,"R",827,"A",,"A",,"R",83,"R",82
114266,"R",387,"R",2707,"R",14,"R",77,"R",56
114354,"R",809,"R",1466,"R",55,"R",74,"R",53
114372,"R",27,"R",28,"R",96,"R",88,"A",
114390,"R",281,"R",446,"R",63,"R",73,"R",41
114415,"R",312,"R",442,"R",71,"R",77,"R",46
114433,"R",170,"R",503,"R",34,"R",53,"R",18
114460,"R",142,"A",,"A",,"R",89,"R",79
114716,"R",655,"R",4985,"R",13,"R",67,"R",40
114761,"R",54,"A",,"A",,"R",73,"R",100
114789,"R",1335,"R",6285,"R",21,"R",63,"R",40
114813,"R",205,"R",322,"R",64,"R",77,"R",43
114859,"R",1466,"R",6205,"R",24,"R",70,"R",44
114886,"R",56,"A",,"A",,"A",,"A",
114895,"R",108,"A",,"A",,"A",,"A",
114938,"R",313,"R",1612,"R",19,"R",69,"R",47
114947,"R",95,"A",,"A",,"R",52,"R",62
115001,"R",682,"R",4157,"R",16,"R",74,"R",51
115010,"R",324,"R",324,"R",100,"R",77,"A",
115083,"R",1,"R",92,"R",1,"Z",0,"Z",0
115126,"R",922,"R",4536,"R",20,"R",68,"R",40
115296,"R",1302,"R",5146,"R",25,"R",61,"R",37
115357,"R",35,"A",,"A",,"R",69,"R",75
115393,"R",324,"R",2134,"R",15,"R",68,"R",42
115409,"R",195,"R",199,"R",98,"R",95,"A",
115454,"R",103,"R",120,"R",86,"R",49,"R",16
115472,"R",183,"R",227,"R",81,"R",41,"R",18
115490,"R",123,"R",140,"R",88,"R",56,"R",13
115515,"R",46,"R",63,"R",73,"R",56,"R",7
115533,"R",144,"R",172,"R",84,"R",56,"R",25
115560,"R",27,"R",27,"R",100,"R",13,"A",
115658,"R",16,"A",,"A",,"R",67,"R",81
115728,"R",89,"R",254,"R",35,"R",64,"R",100
115755,"R",813,"R",1672,"R",49,"R",71,"R",70
115773,"R",81,"R",142,"R",57,"R",48,"R",56
115861,"R",611,"R",1860,"R",33,"R",71,"R",54
115931,"R",213,"A",,"A",,"R",71,"A",
116040,"R",105,"A",,"A",,"R",79,"A",
116350,"R",12,"A",,"A",,"R",100,"R",50
116439,"R",459,"R",3513,"R",13,"R",67,"R",40
116466,"R",176,"R",194,"R",91,"R",64,"R",42
116475,"R",193,"R",214,"R",90,"R",74,"R",44
116484,"R",106,"R",142,"R",75,"R",72,"R",37
116563,"R",71,"A",,"A",,"R",87,"A",
116846,"R",31,"R",36,"R",86,"R",69,"A",
117052,"R",637,"R",3642,"R",17,"R",61,"R",36
117104,"R",64,"R",133,"R",48,"R",69,"R",33
117113,"R",328,"R",677,"R",48,"R",58,"R",20
117140,"R",333,"R",928,"R",36,"R",88,"R",50
117168,"R",44,"R",104,"R",42,"R",80,"A",
117186,"R",1,"A",,"A",,"R",83,"R",60
117195,"R",62,"R",783,"R",8,"R",55,"R",43
117238,"R",64,"A",,"A",,"R",81,"A",
117247,"R",127,"R",3093,"R",4,"R",63,"R",35
117274,"R",151,"R",680,"R",22,"R",43,"R",21
117557,"R",11,"R",18,"R",61,"R",89,"A",
117575,"R",3,"R",31,"R",10,"R",33,"R",33
117627,"R",377,"R",626,"R",60,"R",61,"R",56
117645,"R",861,"R",5633,"R",15,"R",71,"R",45
117690,"R",191,"R",2260,"R",8,"R",70,"R",31
117706,"R",586,"R",4939,"R",12,"R",69,"R",44
117715,"R",89,"R",1474,"R",6,"R",46,"R",27
117724,"R",154,"R",4331,"R",4,"R",71,"R",30
117733,"R",438,"R",3853,"R",11,"R",66,"R",38
117751,"R",184,"R",331,"R",56,"R",86,"R",100
117788,"R",306,"R",3981,"R",8,"R",65,"R",39
117867,"R",135,"R",1976,"R",7,"R",73,"R",33
117894,"R",369,"R",2163,"R",17,"R",54,"R",42
117928,"R",233,"R",577,"R",40,"R",57,"R",25
117946,"R",1345,"R",1512,"R",89,"R",90,"R",0
118116,"R",18,"A",,"A",,"R",67,"R",64
118125,"R",21,"A",,"A",,"R",69,"R",66
118134,"R",140,"A",,"A",,"R",80,"R",80
118143,"R",48,"A",,"A",,"R",90,"R",59
118161,"R",32,"A",,"A",,"R",100,"A",
118189,"R",196,"A",,"A",,"R",75,"A",
118198,"R",300,"A",,"A",,"R",64,"R",95
118259,"R",172,"A",,"A",,"R",73,"A",
118277,"R",382,"A",,"A",,"R",87,"A",
118286,"R",328,"A",,"A",,"R",71,"A",
118338,"A",,"A",,"A",,"A",,"R",100
118347,"R",198,"R",1733,"R",11,"R",63,"R",33
118356,"R",135,"A",,"A",,"R",65,"A",
118374,"R",79,"A",,"A",,"R",43,"A",
118383,"R",105,"A",,"A",,"R",57,"A",
118392,"R",86,"A",,"A",,"R",68,"A",
118417,"R",107,"A",,"A",,"R",83,"A",
118426,"R",101,"A",,"A",,"R",50,"A",
118435,"R",162,"A",,"A",,"R",85,"A",
118444,"R",107,"A",,"A",,"R",51,"A",
118453,"R",166,"A",,"A",,"R",70,"A",
118480,"R",101,"A",,"A",,"R",63,"A",
118541,"R",360,"R",362,"R",99,"R",61,"R",13
118684,"R",153,"R",990,"R",15,"R",62,"R",31
118693,"R",182,"R",294,"R",62,"R",64,"R",0
118718,"R",1669,"R",8359,"R",20,"R",60,"R",31
118772,"R",72,"R",2284,"R",3,"R",50,"R",30
118888,"R",206,"R",335,"R",61,"R",75,"R",100
118912,"R",666,"R",3372,"R",20,"R",63,"R",40
118921,"R",106,"A",,"A",,"R",75,"R",71
118930,"R",301,"R",2612,"R",12,"R",70,"R",35
118958,"R",56,"A",,"A",,"R",76,"A",
118967,"R",599,"A",,"A",,"R",90,"A",
118976,"R",1219,"R",4842,"R",25,"R",70,"R",44
118994,"R",5,"A",,"A",,"R",100,"A",
119067,"R",254,"R",2316,"R",11,"R",56,"R",34
119137,"R",1127,"R",3822,"R",29,"R",72,"R",51
119164,"R",1532,"R",6415,"R",24,"R",75,"R",55
119173,"R",393,"R",478,"R",82,"R",72,"R",60
119216,"R",785,"R",3646,"R",22,"R",59,"R",39
119270,"R",631,"R",666,"R",95,"R",31,"R",0
119331,"R",187,"R",1760,"R",11,"R",69,"R",36
119340,"R",300,"A",,"A",,"A",,"A",
119359,"R",348,"A",,"A",,"R",69,"A",
119368,"R",904,"A",,"A",,"A",,"A",
119438,"R",262,"A",,"A",,"A",,"A",
119456,"R",358,"A",,"A",,"A",,"A",
119465,"R",314,"A",,"A",,"A",,"A",
119508,"R",436,"A",,"A",,"A",,"A",
119544,"R",121,"R",186,"R",65,"R",80,"R",50
119553,"R",130,"A",,"A",,"A",,"A",
119605,"R",173,"R",1237,"R",14,"R",100,"R",68
119711,"R",87,"R",87,"R",100,"R",47,"A",
119775,"R",16,"R",39,"R",41,"R",100,"R",0
119827,"R",158,"A",,"A",,"R",75,"A",
119845,"R",77,"A",,"A",,"R",90,"R",70
119951,"R",19,"A",,"A",,"R",88,"A",
120069,"R",50,"A",,"A",,"A",,"A",
120078,"R",125,"A",,"A",,"A",,"A",
120087,"R",31,"A",,"A",,"R",79,"A",
120166,"R",26,"R",30,"R",87,"R",53,"R",50
120184,"R",144,"R",264,"R",55,"R",69,"R",0
120254,"R",436,"R",484,"R",90,"R",92,"A",
120272,"R",33,"A",,"A",,"R",93,"A",
120290,"R",433,"R",3512,"R",12,"R",70,"R",44
120342,"R",1900,"R",7022,"R",27,"R",73,"R",49
120403,"R",168,"R",335,"R",50,"R",76,"R",100
120421,"R",287,"R",1635,"R",18,"R",62,"R",32
120537,"R",119,"R",218,"R",55,"R",57,"R",50
120661,"R",152,"A",,"A",,"R",89,"A",
120838,"R",9,"R",9,"R",100,"R",70,"A",
120865,"R",280,"R",280,"R",100,"R",69,"A",
120883,"R",797,"R",1029,"R",77,"R",85,"R",67
120953,"R",72,"R",1404,"R",5,"R",54,"R",47
120971,"R",1344,"R",7123,"R",19,"R",67,"R",43
121008,"R",80,"A",,"A",,"R",100,"R",69
121017,"R",42,"A",,"A",,"R",70,"R",70
121044,"R",1628,"R",8120,"R",20,"R",71,"R",49
121071,"R",26,"R",225,"R",12,"R",71,"R",62
121150,"R",759,"R",898,"R",85,"R",90,"R",75
121257,"R",241,"R",241,"R",100,"R",88,"A",
121275,"R",106,"R",147,"R",72,"R",66,"A",
121309,"R",563,"R",725,"R",78,"R",85,"A",
121345,"R",382,"R",388,"R",98,"R",100,"A",
121363,"R",140,"R",751,"R",19,"R",61,"R",41
121381,"R",177,"R",194,"R",91,"R",56,"R",59
121433,"R",33,"A",,"A",,"R",78,"R",100
121619,"R",593,"R",9650,"R",6,"R",69,"R",40
121691,"R",612,"R",745,"R",82,"R",83,"R",100
121707,"R",558,"R",1915,"R",29,"R",57,"R",40
121859,"R",21,"A",,"A",,"R",85,"R",80
121868,"R",43,"A",,"A",,"R",76,"R",72
121886,"R",755,"R",5435,"R",14,"R",68,"R",45
121901,"R",1613,"R",8272,"R",19,"R",66,"R",48
121992,"R",128,"A",,"A",,"R",63,"A",
122180,"R",1230,"R",7249,"R",17,"R",65,"R",37
122205,"R",1186,"R",5485,"R",22,"R",74,"R",51
122339,"R",426,"R",6135,"R",7,"R",52,"R",22
122366,"R",20,"R",75,"R",27,"R",50,"A",
122375,"R",909,"R",7994,"R",11,"R",62,"R",32
122384,"R",351,"R",3449,"R",10,"R",61,"R",34
122409,"R",3404,"R",7715,"R",44,"R",83,"R",75
122436,"R",1132,"R",1136,"R",100,"R",83,"A",
122454,"R",44,"R",132,"R",33,"R",69,"R",75
122506,"R",46,"R",60,"R",77,"R",91,"R",100
122597,"R",2999,"R",6249,"R",48,"R",81,"R",55
122612,"R",933,"R",1503,"R",62,"R",85,"R",100
122658,"R",936,"R",3404,"R",27,"R",73,"R",49
122685,"R",618,"R",869,"R",71,"R",64,"A",
