"ID","2004_FT","2004_PT","2005_FT","2005_PT","2006_FT","2006_PT","2007_FT","2007_PT","2008_FT","2008_PT","2009_FT","2009_PT","2010_FT","2010_PT","2011_FT","2011_PT","2012_FT","2012_PT","2013_FT","2013_PT","2014_FT","2014_PT","2015_FT","2015_PT","2016_FT","2016_PT","2017_FT","2017_PT","2018_FT","2018_PT","2019_FT","2019_PT","2020_FT","2020_PT","2021_FT","2021_PT","2022_FT","2022_PT","2023_FT","2023_PT","2024_FT","2024_PT"
148292,56,36,56,28,53,36,58,27,51,21,63,35,55,36,54,29,48,28,65,29,56,28,62,36,64,31,65,50,67,43,62,52,63,50,65,45,71,58,64,55,60,40
148380,66,42,58,43,65,47,62,38,58,37,66,49,66,48,62,43,66,45,66,46,68,46,69,54,68,50,65,47,68,55,70,56,64,48,68,42,64,45,64,48,70,52
148672,65,43,63,34,58,41,53,30,60,31,56,33,64,57,52,42,59,37,65,53,64,53,64,51,72,58,67,51,65,54,71,49,70,55,71,54,68,52,72,59,74,56
148821,56,30,50,25,57,39,58,27,47,29,56,24,51,46,45,36,43,47,39,52,49,38,55,53,51,38,60,23,58,54,55,36,63,27,60,45,61,45,65,48,67,36
148937,57,14,60,24,52,19,47,10,40,20,29,14,53,30,44,27,56,23,60,25,59,32,59,51,55,30,62,43,62,33,65,38,63,27,63,30,74,41,64,48,66,35
148991,68,43,56,34,52,32,58,29,54,39,55,27,61,37,59,29,58,38,59,48,66,47,59,47,57,50,58,69,55,71,62,70,67,71,69,79,54,74,64,71,66,83
149222,69,48,68,35,67,50,70,78,70,69,68,31,69,57,66,38,61,39,60,27,68,36,68,43,64,48,67,43,72,52,75,86,81,25,75,46,70,42,69,10,67,28
149231,75,50,75,42,75,37,72,71,73,22,71,25,72,37,70,33,71,41,69,25,73,36,74,30,72,36,73,14,75,30,79,62,78,32,74,36,71,18,72,45,76,55
149365,55,42,52,40,56,47,50,32,52,34,58,34,56,25,15,25,47,36,51,37,39,29,49,39,49,40,57,38,58,40,53,46,59,34,33,40,68,39,71,54,63,41
149532,61,41,62,38,61,39,56,40,61,36,58,39,58,37,57,38,53,35,49,26,63,47,58,36,58,33,63,32,64,41,59,38,65,36,66,47,60,42,69,46,68,44
149550,63,55,64,56,65,71,56,63,67,65,62,56,68,72,66,67,68,78,61,50,53,50,60,50,58,50,87,57,75,0,88,50,77,71,62,50,67,100,67,67,74,75
149727,67,40,68,42,67,42,65,31,63,36,66,37,65,46,69,45,65,43,68,42,69,50,69,49,70,48,71,45,67,50,72,48,68,41,71,48,69,51,72,51,70,56
149772,77,33,79,20,73,50,72,40,73,40,74,60,73,0,71,50,68,54,63,60,72,45,68,41,69,36,68,31,65,33,67,44,77,55,72,33,67,29,59,18,61,18
149842,69,40,66,41,66,41,66,39,66,40,69,43,67,44,67,45,64,45,68,45,68,47,70,46,73,48,74,50,75,54,75,59,75,50,74,56,73,57,77,52,77,58
150136,78,42,76,42,75,42,76,52,78,39,78,42,80,57,79,100,77,44,78,23,81,50,82,63,81,60,78,56,78,14,75,50,80,53,73,29,73,57,77,38,78,52
150172,58,52,67,43,60,70,53,36,69,33,54,75,56,50,51,9,60,50,62,9,58,37,51,22,51,17,50,25,57,0,47,0,65,0,46,75,61,33,40,0,42,0
150987,46,44,44,50,38,47,45,45,56,54,52,44,54,47,52,47,46,40,49,39,45,38,48,37,49,40,50,41,51,44,53,40,54,40,57,40,59,44,61,46,62,48
151102,63,40,64,47,61,48,59,48,63,42,63,46,63,48,58,32,62,32,67,50,68,54,64,52,61,49,58,42,55,43,57,28,65,44,57,21,63,41,64,34,67,36
151111,66,42,66,46,64,44,62,40,68,41,72,52,74,51,72,57,72,53,72,53,71,54,74,52,74,48,75,48,72,46,73,51,75,57,69,48,71,48,72,56,72,41
151306,65,40,59,35,64,37,63,29,66,71,68,72,69,55,65,43,67,46,69,46,72,43,71,33,70,43,70,55,72,28,67,59,75,71,69,58,70,55,69,71,75,74
151324,68,37,66,12,67,38,69,28,66,14,64,30,64,25,58,40,61,44,64,33,64,43,64,75,64,50,68,42,62,43,65,27,69,17,61,43,64,10,69,40,66,60
151333,57,50,55,49,56,51,52,48,56,35,58,48,61,37,64,41,63,50,61,40,64,44,65,52,63,28,60,54,60,40,64,45,70,27,60,47,64,50,67,40,69,70
151342,65,52,65,48,61,52,57,38,62,45,67,47,63,48,64,42,63,47,63,51,66,43,66,49,64,51,66,33,63,30,68,33,67,39,54,36,66,32,67,39,65,47
151351,88,64,87,78,88,57,89,54,90,67,89,100,90,67,89,74,88,68,90,79,89,50,89,89,91,66,91,68,91,62,90,87,91,74,90,64,90,72,91,81,91,63
151360,61,43,58,45,64,46,53,33,66,49,70,51,69,55,63,45,67,56,68,54,67,54,66,46,65,55,69,38,66,45,64,44,70,53,64,63,68,53,69,62,71,62
151379,67,48,65,47,59,50,61,49,63,36,63,42,63,55,64,51,59,38,61,46,62,46,62,37,62,39,59,51,59,43,61,31,64,46,58,31,61,33,70,51,64,55
151388,60,42,55,51,55,41,51,25,63,37,60,51,64,50,66,33,67,68,67,52,63,44,64,33,67,62,66,32,65,47,63,43,67,47,61,41,64,37,63,65,62,17
151564,69,72,44,68,78,39,90,90,64,67,77,60,70,58,33,71,63,89,83,72,75,71,67,63,71,72,63,80,78,57,43,56,53,79,79,68,64,26,88,69,100,100
151810,63,90,22,27,24,23,53,33,77,48,57,27,32,33,25,31,38,23,26,27,39,26,60,50,75,55,57,30,53,57,38,38,20,36,83,36,67,44,75,33,43,17
152044,71,75,70,72,67,61,83,67,80,83,79,62,79,74,78,79,73,76,75,81,75,82,80,83,75,80,67,87,67,90,67,94,67,86,75,96,67,85,64,86,64,86
152275,71,81,79,91,75,80,76,68,82,85,80,72,90,89,78,83,58,71,57,71,60,80,67,80,62,60,60,57,60,50,63,50,74,63,65,38,100,75,88,56,71,33
152381,73,81,64,76,70,80,82,72,77,100,74,65,73,66,59,57,78,50,77,0,82,25,74,75,71,33,66,100,72,33,66,20,69,0,74,20,67,50,67,0,62,75
153214,54,29,54,31,51,32,57,30,56,33,58,30,56,36,53,35,50,29,53,35,54,35,58,39,60,40,59,38,60,36,59,43,60,42,58,45,63,44,62,45,63,47
153296,65,23,63,96,59,30,49,34,48,7,56,21,45,19,45,19,45,18,47,24,52,16,51,33,58,20,52,67,55,11,54,17,53,11,59,43,52,13,55,25,64,0
153311,56,35,57,36,49,31,58,31,51,34,59,36,54,38,52,42,56,37,58,43,58,47,66,42,54,43,66,61,63,49,64,48,64,50,55,47,63,46,63,47,59,49
153445,65,43,63,34,62,41,63,44,53,13,57,29,70,17,56,12,66,35,60,39,74,44,69,47,75,45,64,54,68,42,61,44,64,56,65,45,55,30,58,34,63,37
153472,62,33,59,27,62,32,60,28,62,29,51,29,49,27,45,23,53,30,51,23,54,32,53,39,54,24,57,32,57,31,59,33,54,45,57,25,58,39,58,29,59,45
153524,53,42,63,38,56,33,58,21,54,26,59,38,55,22,55,22,59,30,51,36,54,81,59,44,60,37,54,34,48,38,52,32,50,35,55,36,53,39,52,38,52,39
153533,65,27,55,30,72,19,62,24,61,37,61,33,56,24,62,31,65,18,56,15,55,13,57,23,64,13,60,28,65,17,68,9,65,22,51,36,60,46,58,46,61,38
153603,85,70,86,82,84,79,85,75,84,54,84,50,86,67,88,67,86,52,87,75,86,79,87,68,88,79,87,68,87,67,87,75,89,74,88,70,86,64,88,70,88,82
153630,56,32,57,32,52,40,48,34,50,50,48,44,49,40,46,36,48,32,46,34,50,30,50,38,44,34,52,50,52,30,50,33,56,37,61,36,66,72,63,38,57,42
153658,83,88,84,66,84,81,83,70,83,74,83,83,86,83,86,86,86,80,86,81,86,75,85,77,87,73,86,79,86,85,86,71,88,76,88,76,89,80,89,81,90,64
153737,62,30,56,29,64,34,59,36,61,36,60,40,53,27,49,32,52,38,57,27,58,35,61,48,60,35,61,35,62,39,65,41,63,42,65,41,67,43,69,45,71,45
153922,59,27,57,87,50,36,61,33,53,38,53,40,53,35,54,31,50,28,51,29,53,33,62,27,64,24,56,36,71,31,66,33,59,34,57,16,71,34,72,45,69,26
154059,55,48,61,59,61,42,58,38,45,54,50,29,60,36,59,28,59,29,79,33,67,55,66,47,64,56,53,55,63,33,66,50,70,44,69,51,72,47,73,51,67,42
154095,81,64,80,71,82,66,82,97,83,67,82,66,83,48,82,61,81,49,83,50,85,33,80,57,86,50,81,31,84,71,83,33,86,60,81,40,83,38,85,64,82,29
154110,57,34,56,34,56,33,63,43,64,46,62,43,57,34,55,44,50,42,62,44,58,37,63,48,63,41,64,37,61,43,63,51,67,52,62,50,53,55,56,49,62,51
154129,65,51,65,45,71,41,80,40,92,88,79,55,68,34,66,44,71,27,72,34,69,45,75,48,76,42,78,50,69,39,73,35,78,40,67,32,69,29,70,33,73,51
154378,55,32,62,0,53,47,50,13,55,46,53,47,53,37,52,43,34,37,55,45,51,31,60,46,60,44,60,43,58,37,73,45,62,47,72,50,69,46,69,47,70,52
154396,60,27,68,33,53,35,48,42,62,60,57,61,58,67,62,30,57,35,55,27,55,33,51,58,57,38,63,48,60,26,62,30,66,35,65,54,66,50,74,48,68,34
154572,54,48,55,45,53,40,46,33,46,35,51,32,50,28,57,44,46,38,38,45,56,36,52,35,60,41,59,37,61,37,64,54,60,41,61,40,57,36,64,40,64,52
154642,54,35,54,31,52,27,59,35,53,32,57,24,52,24,52,17,54,16,58,18,51,20,54,22,61,21,65,26,58,26,62,27,54,29,56,29,51,30,48,17,55,28
154697,61,34,65,15,60,13,55,11,55,19,62,57,55,32,57,15,63,15,60,20,54,35,53,27,55,29,56,29,59,29,64,35,61,23,69,31,50,57,51,23,52,20
154800,57,34,58,35,59,37,59,37,58,38,60,43,61,39,60,36,61,40,58,30,58,35,58,35,59,34,60,35,60,36,60,36,60,34,60,34,61,34,66,35,63,38
154907,60,18,54,29,53,30,60,22,53,14,50,35,45,32,51,21,56,17,55,18,49,73,54,52,63,54,66,48,62,56,57,50,47,35,58,48,64,35,66,45,71,27
154925,57,28,52,36,52,33,52,55,54,100,57,72,58,66,54,53,55,71,62,86,61,76,62,71,56,80,59,75,63,75,51,50,52,50,59,24,57,16,60,45,55,28
154934,65,22,88,38,67,29,67,100,66,67,68,17,68,25,68,48,57,62,52,48,53,33,58,47,55,50,59,29,68,24,63,35,66,34,65,44,69,33,71,37,66,38
154952,60,24,65,31,56,26,56,31,49,27,57,30,49,28,50,30,61,30,55,24,58,26,57,34,52,30,58,33,62,32,58,28,63,56,62,33,61,44,62,42,63,43
154998,50,33,47,47,51,51,49,25,48,30,48,39,50,21,53,19,48,23,51,48,49,35,56,29,50,25,53,32,55,21,55,38,50,33,62,37,57,48,54,22,55,40
155007,52,23,54,15,57,23,50,10,58,20,48,14,23,0,41,38,52,2,17,41,45,13,37,11,55,36,52,7,64,20,73,6,61,13,64,70,77,33,76,23,58,70
155025,67,47,68,46,74,54,72,62,69,65,69,65,73,71,69,52,70,58,73,77,73,57,72,65,71,75,73,50,75,50,77,50,78,20,74,67,72,0,67,67,77,67
155052,57,48,72,59,55,40,85,97,70,59,47,12,67,24,77,38,75,53,65,46,76,68,70,58,71,48,76,44,72,67,78,79,76,85,73,57,75,46,84,71,74,76
155061,72,76,64,65,68,70,66,69,74,49,68,53,69,50,63,45,68,42,65,38,68,40,70,54,71,43,71,50,73,51,74,69,78,48,73,42,76,39,77,39,77,45
155098,54,54,68,31,55,51,60,32,62,34,56,40,63,30,58,28,62,32,59,27,51,25,53,25,55,24,56,22,58,24,54,47,55,35,55,36,49,32,61,43,61,52
155104,62,9,51,16,57,41,58,33,58,24,62,26,53,22,54,31,59,35,55,23,63,34,52,28,59,37,67,33,58,28,61,44,63,31,58,53,65,30,66,42,67,40
155186,38,31,35,51,34,50,37,18,48,25,49,26,50,21,53,35,50,20,56,19,38,22,37,22,38,23,39,23,39,23,39,23,39,23,39,24,38,24,39,25,40,26
155195,59,34,60,32,60,29,65,31,66,21,64,30,64,40,63,35,53,32,55,31,60,31,63,30,63,35,63,26,60,32,58,34,66,41,61,33,63,38,69,35,68,39
155201,43,18,39,16,22,33,31,19,42,19,41,24,43,24,42,25,44,22,44,14,36,21,43,12,51,42,43,26,44,25,39,58,39,35,54,38,44,43,54,24,44,36
155210,55,44,52,46,58,51,50,39,58,41,61,44,58,42,56,45,57,44,56,41,63,45,63,46,64,47,67,49,65,46,65,49,63,43,65,47,64,48,66,49,72,53
155292,51,31,58,29,56,28,58,31,57,36,56,37,55,35,55,36,54,33,49,35,57,37,55,34,60,41,60,35,62,35,60,36,56,37,51,35,48,38,50,38,55,36
155317,83,48,82,58,80,41,79,44,80,24,78,36,79,36,80,80,79,76,80,76,80,72,80,66,81,72,83,74,84,58,86,64,86,52,85,56,85,58,85,50,86,65
155423,0,62,30,30,74,73,31,47,81,23,78,44,83,84,83,69,80,68,90,69,76,67,72,66,80,51,74,59,66,55,64,63,67,57,67,40,79,71,71,49,79,73
155450,45,27,79,69,41,39,51,53,56,82,53,69,41,71,54,43,60,35,50,29,53,20,48,28,44,59,51,12,52,42,53,29,50,22,53,21,51,17,57,27,63,38
155487,62,50,68,100,69,30,72,75,62,29,62,45,59,35,54,36,61,29,80,58,56,64,64,100,49,45,52,66,53,57,68,69,77,60,76,75,86,84,78,48,76,76
155566,41,38,43,30,33,39,50,29,48,18,55,25,43,46,50,36,53,20,48,38,54,38,52,29,58,39,51,36,50,45,56,42,60,43,54,35,48,42,59,47,56,51
155593,84,33,85,34,85,34,76,42,80,100,61,94,71,91,65,88,79,100,91,100,66,100,78,100,74,100,80,71,89,75,83,75,85,50,72,63,83,61,86,76,82,82
155681,75,56,77,40,75,25,74,57,74,37,75,38,73,14,73,40,69,0,74,30,72,31,74,30,75,33,74,60,75,33,74,80,74,21,75,69,75,57,78,70,77,75
155715,50,17,58,17,56,45,60,21,52,33,61,0,57,0,61,28,56,13,56,60,55,27,57,28,54,18,56,10,54,27,58,36,65,17,60,14,67,44,62,11,63,50
155830,74,50,77,63,80,60,83,75,78,50,73,67,71,60,64,72,60,76,80,79,75,63,80,82,71,82,73,65,70,92,66,77,66,74,75,76,72,61,74,50,73,58
155858,54,25,51,34,51,20,57,32,57,23,60,43,66,37,62,36,66,22,66,32,63,12,64,31,59,35,57,44,61,39,64,53,56,25,58,26,60,44,65,47,66,50
156082,69,45,69,42,66,42,61,42,63,27,66,43,66,41,62,44,67,40,65,25,65,32,68,33,72,39,73,44,70,35,69,45,70,36,66,32,69,40,69,31,68,30
156107,47,52,44,69,60,84,61,80,62,80,72,75,61,63,60,48,61,44,58,51,62,42,56,40,66,39,64,51,59,41,52,46,50,38,54,38,57,40,64,41,67,37
156125,67,65,69,40,70,50,67,37,72,46,70,40,70,45,73,39,70,30,74,38,74,37,72,34,72,33,73,36,73,36,69,48,71,33,69,47,66,40,68,36,69,37
156231,50,41,57,43,57,42,55,48,60,47,57,51,63,51,50,32,52,25,48,32,54,29,52,32,56,38,64,46,59,46,65,42,62,51,70,47,63,49,69,55,65,56
156310,71,83,75,82,68,74,91,97,61,73,70,82,71,62,79,52,75,100,100,100,69,100,80,89,95,67,94,50,88,63,75,100,76,100,97,100,79,80,32,71,83,67
156338,59,17,55,19,61,29,61,55,71,64,61,66,65,48,58,40,57,37,57,39,63,43,60,45,61,51,64,49,64,49,64,49,71,47,69,42,66,50,75,51,73,53
156365,61,55,63,36,65,22,71,45,70,64,65,50,68,50,66,57,63,47,69,44,58,50,59,40,61,40,66,56,63,50,68,52,64,33,61,10,60,16,60,15,64,22
156392,54,29,47,24,57,32,57,32,55,39,59,52,61,43,59,42,55,35,52,33,52,37,52,32,55,34,54,42,57,39,61,41,63,48,60,43,64,42,65,45,67,48
156620,70,65,67,41,65,42,63,37,64,32,69,43,69,41,66,39,68,36,71,45,72,47,74,24,74,29,73,23,73,24,75,30,79,45,74,36,77,44,80,31,77,30
156648,55,35,57,31,55,41,56,46,59,39,60,69,60,40,57,35,55,40,53,33,58,34,54,38,56,35,58,33,59,32,57,33,61,36,64,38,71,35,72,47,76,46
156790,54,32,52,14,57,42,60,43,57,30,61,81,68,57,62,44,58,44,61,37,59,33,60,42,56,37,57,41,53,49,58,45,60,63,62,57,65,42,66,51,67,57
156851,54,39,58,26,50,31,62,50,56,40,58,35,49,42,55,36,55,30,45,37,51,37,47,41,57,43,62,42,52,40,51,31,53,45,66,49,53,48,77,49,68,57
156860,52,30,52,29,48,37,54,37,53,39,55,35,57,38,58,36,59,29,52,36,58,32,57,29,59,38,49,36,60,37,63,43,61,33,54,28,63,36,66,36,66,52
156921,51,37,51,29,51,35,58,40,52,41,60,49,56,44,54,40,51,40,49,38,51,40,51,36,53,42,59,47,58,42,59,48,63,48,56,45,58,48,60,47,60,53
157058,60,18,58,39,54,50,47,67,49,71,52,6,54,9,50,11,45,30,52,50,44,22,60,40,60,20,68,0,56,6,66,25,78,6,70,8,53,17,61,5,64,7
157085,78,32,79,35,78,17,76,56,81,39,80,29,82,64,82,46,81,44,83,39,82,48,83,41,82,34,83,48,85,39,85,40,86,25,86,58,85,40,87,47,87,39
157216,47,42,52,28,51,17,54,27,53,12,54,39,59,31,54,0,58,0,57,0,62,100,61,67,63,100,57,0,61,33,64,25,68,29,55,40,71,29,63,23,63,40
157289,76,48,77,45,78,35,78,55,78,40,79,52,78,56,78,45,77,49,78,44,81,56,79,38,80,55,81,48,80,57,80,46,81,49,77,52,78,55,81,56,81,53
157304,51,37,59,42,59,39,68,42,63,47,68,72,61,44,62,38,59,39,64,41,68,50,61,39,60,43,61,42,60,47,70,54,73,54,67,47,68,40,70,53,66,59
157331,45,31,48,14,59,52,57,46,62,33,61,79,58,36,61,50,61,44,61,38,51,41,59,33,69,39,64,35,62,40,62,35,66,44,60,43,66,42,71,45,70,51
157386,68,53,66,33,69,62,71,47,70,53,74,58,67,43,74,36,67,31,69,21,70,33,66,20,71,0,72,14,74,100,73,40,76,0,70,29,68,25,69,25,65,25
157438,50,41,62,30,56,44,66,47,63,46,68,59,71,52,69,44,67,40,65,55,64,57,60,46,62,46,68,43,62,43,72,55,66,56,66,52,73,57,73,56,70,65
157447,64,44,67,38,74,32,69,44,67,43,67,36,69,31,66,34,67,52,67,37,69,45,69,25,72,33,73,41,69,20,72,28,75,26,70,35,77,35,78,34,76,49
157483,54,34,56,26,60,40,69,55,68,52,65,78,60,46,64,48,61,46,66,44,66,38,63,38,64,41,69,44,67,44,69,37,63,42,63,44,66,48,71,44,71,53
157553,53,31,55,24,54,30,55,26,56,32,61,25,64,39,61,38,62,39,56,42,59,36,64,29,60,37,64,31,61,34,59,24,55,28,61,25,64,27,59,29,61,41
157614,55,45,76,32,53,42,77,69,60,100,66,67,59,60,73,33,52,25,57,67,44,78,58,50,56,29,44,27,50,0,67,67,63,40,77,33,65,40,90,55,71,38
157650,84,80,62,61,51,46,71,70,54,56,61,63,52,64,41,0,50,70,47,33,57,56,54,33,66,56,45,44,43,100,57,57,58,56,71,60,45,29,65,38,69,70
157711,56,42,58,37,61,46,63,39,59,47,62,64,61,48,64,46,60,35,63,43,57,33,55,34,54,37,55,34,56,37,55,28,62,38,59,47,58,43,65,45,66,53
157739,50,32,56,39,58,32,70,30,63,34,59,42,59,30,53,21,63,27,59,31,61,34,60,40,64,41,58,43,63,36,65,21,57,25,58,23,62,32,72,34,68,37
157748,77,47,70,37,77,33,78,57,92,43,72,36,87,42,82,89,82,89,92,42,69,83,80,45,82,39,74,54,81,14,76,44,82,29,83,30,83,42,81,50,79,77
157951,72,41,73,41,72,43,73,47,72,48,74,58,74,46,73,37,71,29,72,46,73,32,72,33,73,31,70,19,71,26,73,32,77,48,73,17,77,36,78,9,78,41
158088,100,100,69,8,31,31,58,41,46,46,66,36,54,37,57,42,55,38,74,87,38,48,37,26,68,45,69,39,69,65,76,54,74,44,79,57,72,48,73,58,73,33
158431,52,45,53,44,44,34,46,48,43,35,51,44,48,42,49,36,50,37,51,38,45,39,50,40,54,41,48,36,50,37,50,35,66,38,47,33,49,35,52,29,49,25
159009,63,50,57,53,55,35,60,25,59,50,56,10,65,52,68,68,69,63,69,80,68,54,69,71,60,58,68,37,72,45,74,74,77,58,69,50,72,47,76,67,66,60
159382,50,36,50,47,42,39,48,38,50,58,53,50,62,41,62,27,43,38,54,28,64,59,66,44,56,33,59,35,56,43,58,62,60,49,57,47,67,47,68,47,70,68
159391,85,70,83,75,83,33,85,20,85,50,84,83,84,90,84,75,83,43,82,50,85,33,85,67,83,40,83,40,84,57,83,67,86,17,84,36,84,50,84,26,85,30
159407,47,38,45,42,51,38,48,39,46,44,50,51,44,32,50,48,50,47,51,42,56,47,48,45,57,40,47,48,54,42,50,32,52,40,48,38,51,31,53,29,48,45
159416,56,26,61,51,64,30,60,46,61,41,62,16,69,57,65,45,66,83,66,33,66,45,65,27,61,22,64,20,63,50,65,38,62,29,62,47,65,25,63,39,83,33
159647,70,38,72,38,72,38,72,15,72,13,74,18,74,23,74,12,76,22,79,24,80,20,80,27,81,14,80,40,79,44,80,25,81,17,81,40,81,80,84,63,82,44
159717,69,36,67,44,67,43,64,51,68,29,67,49,70,49,68,44,68,48,69,25,70,24,67,26,66,47,68,29,70,50,70,28,72,46,69,62,69,52,71,37,68,27
159939,67,42,19,7,79,68,69,41,69,33,69,39,64,26,67,50,65,35,67,33,69,27,62,26,64,24,62,35,71,50,68,19,70,33,58,16,61,15,70,39,67,50
159966,69,57,64,44,66,45,67,51,67,45,69,57,70,37,71,55,71,51,68,53,69,52,65,38,70,71,70,54,74,55,73,70,75,50,70,45,75,86,77,60,77,40
159993,65,51,68,50,63,46,66,32,66,65,72,56,72,47,69,17,68,32,67,29,70,40,76,50,74,40,72,33,71,63,73,55,74,55,69,68,73,57,77,58,73,59
160010,39,45,57,21,44,33,49,15,55,27,68,30,55,53,58,55,61,58,66,59,64,61,57,32,58,43,33,31,49,39,62,39,65,38,66,39,78,31,85,59,79,45
160038,68,55,66,56,63,41,66,43,69,53,69,31,71,40,69,53,68,45,72,45,68,48,72,31,70,42,76,54,71,53,70,47,76,40,64,35,61,24,70,33,71,29
160481,67,25,59,48,48,11,46,18,52,45,53,59,57,46,54,51,54,46,54,42,46,53,52,41,56,47,61,43,57,36,56,30,51,30,58,39,55,40,63,39,65,34
160612,68,47,68,52,66,52,62,49,64,48,67,53,67,61,69,60,67,44,63,42,62,37,64,46,62,36,66,50,67,57,68,48,72,57,64,49,71,51,76,53,73,54
160621,72,20,70,40,67,11,66,0,68,50,72,80,71,65,70,50,69,53,67,39,70,36,65,31,62,33,64,15,64,12,61,13,60,21,67,30,59,34,60,25,60,32
160649,89,100,75,76,51,51,50,82,46,39,54,58,45,41,48,49,51,50,43,53,45,32,44,21,49,43,41,46,39,40,44,41,38,25,40,27,52,41,40,48,38,34
160658,73,41,71,44,73,52,75,51,74,45,76,50,73,54,74,38,74,35,74,46,76,14,76,25,75,75,75,70,75,71,76,50,79,38,75,39,70,33,76,28,74,31
161077,81,71,53,51,58,60,62,46,50,52,64,59,71,55,60,69,53,51,64,48,59,47,57,41,60,51,62,51,55,47,57,33,52,38,52,34,55,44,57,37,57,31
161138,63,56,53,35,51,42,59,41,56,45,54,53,58,45,55,37,59,38,60,41,62,36,69,51,58,52,56,46,53,38,59,29,51,35,56,29,56,34,56,38,56,40
161192,62,64,66,51,68,46,65,58,67,44,68,59,68,50,67,48,57,43,68,47,57,52,67,45,68,58,63,57,65,56,63,47,64,55,58,47,52,51,59,46,64,51
161217,61,44,54,39,66,31,53,40,55,35,52,39,53,54,48,52,52,46,53,42,49,43,56,48,56,44,54,36,59,51,61,41,62,49,65,53,66,38,63,47,60,44
161253,76,63,79,63,79,41,78,31,76,64,79,57,79,35,78,59,76,44,81,52,77,35,76,50,76,40,75,35,78,31,74,56,78,32,76,49,75,33,77,42,83,52
161484,59,52,67,53,66,25,55,30,83,62,66,52,68,39,59,34,66,39,56,45,54,31,59,45,66,44,54,43,70,44,55,30,53,44,52,45,69,62,49,48,48,33
161545,58,38,57,40,54,38,52,45,54,43,51,43,58,36,54,48,56,49,55,50,56,41,55,54,58,47,56,50,54,43,57,47,55,49,53,49,59,45,59,39,57,48
161554,68,44,67,40,66,50,67,39,64,45,65,47,70,44,66,49,64,41,67,33,65,56,64,36,63,40,68,47,70,31,69,47,70,30,65,22,67,53,76,36,74,61
161581,62,59,68,42,48,40,53,19,42,54,63,55,62,26,43,29,53,23,48,0,56,0,61,62,54,18,62,43,62,33,60,40,51,32,55,64,73,50,61,41,61,34
161688,62,41,59,29,57,43,54,43,61,50,57,40,58,37,55,36,52,35,51,30,58,37,60,49,56,44,58,31,56,38,60,39,55,41,60,47,63,42,62,47,66,61
161767,63,47,66,44,65,45,64,43,64,45,64,49,61,48,61,45,64,46,68,45,66,49,69,50,69,50,72,53,69,51,69,53,65,47,61,48,70,52,68,52,69,50
161800,45,40,50,50,57,50,55,56,65,70,55,56,84,54,51,50,65,50,50,50,57,63,50,59,52,50,52,50,52,52,52,67,72,67,67,53,53,67,57,53,55,57
161855,89,100,67,60,94,73,80,57,61,33,82,75,58,43,64,33,83,100,82,80,67,100,69,75,67,67,75,67,71,100,80,100,75,100,100,100,83,75,75,86,88,75
161864,28,50,53,30,54,35,50,27,46,37,44,30,46,32,48,33,37,27,46,28,50,32,46,27,45,29,46,33,46,33,46,24,36,27,48,35,55,29,56,35,48,31
162007,72,24,77,55,77,55,70,40,69,36,70,43,71,57,75,55,71,67,70,57,74,25,72,100,75,50,72,33,68,36,70,27,77,30,72,38,73,12,70,39,68,31
162104,51,30,52,30,59,31,53,36,52,33,60,35,54,36,54,34,60,72,53,45,53,35,49,27,60,35,55,33,65,49,57,41,61,42,57,37,69,46,57,46,62,48
162122,62,38,58,45,64,39,64,37,61,40,59,42,58,40,60,36,58,40,60,43,61,40,64,43,62,44,64,41,65,51,65,46,65,39,66,40,66,35,69,39,66,40
162168,56,50,60,39,56,41,57,41,54,49,60,46,56,44,59,42,57,39,52,40,56,42,59,39,53,44,61,36,62,41,52,52,58,43,55,46,61,43,67,47,63,50
162283,65,44,64,42,63,47,60,52,59,34,62,53,61,61,65,50,66,27,61,88,69,27,69,75,61,25,66,40,63,75,70,58,65,60,57,40,62,40,73,60,66,30
162557,12,7,38,16,63,42,60,41,64,50,66,45,66,44,64,46,64,47,63,49,65,51,66,48,69,50,67,53,75,47,66,52,61,45,63,45,66,54,72,48,66,49
162609,53,40,62,33,53,56,59,52,55,45,51,62,54,55,58,80,61,25,48,33,56,33,58,100,64,40,62,43,50,50,65,37,55,60,58,40,55,45,55,75,50,33
162690,60,36,63,47,63,45,62,40,61,44,66,45,63,51,64,49,62,43,54,41,62,44,64,46,65,45,59,50,67,42,59,49,61,46,62,49,62,52,67,56,68,54
162706,61,42,64,47,53,54,59,49,61,44,67,46,63,45,66,45,64,46,65,43,65,50,68,48,67,46,67,53,69,47,70,47,64,43,68,46,70,44,67,47,67,53
162779,62,45,62,39,61,38,64,45,63,45,66,47,66,47,66,49,66,46,69,47,73,50,67,48,70,47,69,48,67,48,69,47,66,45,68,48,67,47,65,48,69,49
163204,45,36,39,32,32,32,25,20,30,28,42,31,37,34,40,40,29,17,36,16,28,21,38,27,43,28,38,29,53,31,52,35,55,30,52,28,43,25,53,29,55,17
163268,82,56,82,47,82,36,84,50,87,54,85,67,84,50,85,79,85,73,87,69,89,50,86,31,87,69,88,65,87,69,87,65,87,56,87,70,86,38,87,86,85,56
163286,93,63,93,65,92,69,93,82,94,58,93,58,95,100,95,83,94,100,95,80,96,67,95,100,95,100,96,88,95,70,95,78,95,92,95,82,95,86,96,74,96,90
