UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP 
414054,"A",,"A",,"A",,"R",15,"R",0,"R",15,"R",13,"R",87,"R",5,"R",0,"R",5,"R",3,"R",60
414063,"A",,"A",,"A",,"R",101,"R",0,"R",101,"R",95,"R",94,"Z",0,"R",0,"R",0,"Z",0,"A",
414160,"R",205,"R",640,"R",32,"R",188,"R",2,"R",186,"R",74,"R",40,"R",98,"R",0,"R",98,"R",37,"R",38
414452,"A",,"A",,"A",,"R",18,"Z",0,"R",18,"R",16,"R",89,"Z",0,"Z",0,"R",0,"Z",0,"A",
414461,"R",1175,"R",1277,"R",92,"R",1384,"R",7,"R",1377,"R",912,"R",66,"R",53,"R",0,"R",53,"R",37,"R",70
414489,"A",,"A",,"A",,"R",85,"Z",0,"R",85,"R",77,"R",91,"Z",0,"Z",0,"R",0,"Z",0,"A",
414531,"R",67,"R",89,"R",75,"R",75,"R",6,"R",69,"R",31,"R",45,"R",9,"R",1,"R",8,"R",0,"R",0
414540,"A",,"A",,"A",,"R",126,"R",0,"R",126,"R",115,"R",91,"R",7,"R",0,"R",7,"R",7,"R",100
414559,"A",,"A",,"A",,"R",3,"R",0,"R",3,"R",3,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
414568,"R",152,"R",209,"R",73,"R",94,"R",3,"R",91,"R",41,"R",45,"R",15,"R",1,"R",14,"R",0,"R",0
414586,"R",84,"R",93,"R",90,"R",100,"R",0,"R",100,"R",50,"R",50,"R",5,"R",0,"R",5,"R",1,"R",20
414595,"R",1,"R",4,"R",25,"R",4,"R",0,"R",4,"R",3,"R",75,"R",6,"R",0,"R",6,"R",4,"R",67
414708,"R",0,"R",889,"R",0,"R",19,"Z",0,"R",19,"R",11,"R",58,"R",196,"Z",0,"R",196,"R",76,"R",39
414823,"R",526,"R",663,"R",79,"R",189,"Z",0,"R",189,"R",112,"R",59,"R",2,"Z",0,"R",2,"R",1,"R",50
414841,"R",69,"R",108,"R",64,"R",85,"R",1,"R",84,"R",44,"R",52,"R",12,"R",1,"R",11,"R",3,"R",27
414850,"R",102,"R",163,"R",63,"R",113,"R",2,"R",111,"R",90,"R",81,"R",31,"R",0,"R",31,"R",26,"R",84
414878,"R",3,"R",32,"R",9,"R",3,"Z",0,"R",3,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",
414911,"R",196,"R",505,"R",39,"R",168,"Z",0,"R",168,"R",83,"R",49,"R",120,"Z",0,"R",120,"R",53,"R",44
414939,"A",,"A",,"A",,"R",93,"R",0,"R",93,"R",93,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
415039,"A",,"A",,"A",,"R",31,"Z",0,"R",31,"R",24,"R",77,"R",18,"Z",0,"R",18,"R",15,"R",83
415729,"A",,"A",,"A",,"R",6,"Z",0,"R",6,"R",3,"R",50,"R",7,"Z",0,"R",7,"R",0,"R",0
415774,"A",,"A",,"A",,"R",38,"Z",0,"R",38,"R",19,"R",50,"R",11,"Z",0,"R",11,"R",2,"R",18
415987,"A",,"A",,"A",,"R",154,"R",0,"R",154,"R",116,"R",75,"R",0,"R",0,"R",0,"R",0,"A",
416458,"A",,"A",,"A",,"R",125,"R",0,"R",125,"R",120,"R",96,"R",0,"R",0,"R",0,"R",0,"A",
416670,"A",,"A",,"A",,"R",41,"R",0,"R",41,"R",19,"R",46,"R",56,"R",3,"R",53,"R",12,"R",23
416962,"R",189,"R",362,"R",52,"R",73,"R",0,"R",73,"R",28,"R",38,"R",0,"R",0,"R",0,"R",0,"A",
416971,"A",,"A",,"A",,"R",23,"Z",0,"R",23,"R",10,"R",43,"R",6,"Z",0,"R",6,"R",1,"R",17
416980,"A",,"A",,"A",,"R",31,"R",0,"R",31,"R",9,"R",29,"R",21,"R",0,"R",21,"R",7,"R",33
417062,"A",,"A",,"A",,"R",43,"Z",0,"R",43,"R",31,"R",72,"Z",0,"Z",0,"R",0,"Z",0,"A",
417105,"A",,"A",,"A",,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",1102,"Z",0,"R",1102,"R",902,"R",82
417123,"A",,"A",,"A",,"R",36,"R",0,"R",36,"R",30,"R",83,"R",10,"R",0,"R",10,"R",9,"R",90
417132,"A",,"A",,"A",,"R",93,"R",0,"R",93,"R",80,"R",86,"R",0,"R",0,"R",0,"R",0,"A",
417318,"R",18,"R",18,"R",100,"R",20,"R",1,"R",19,"R",17,"R",89,"R",0,"R",0,"R",0,"R",0,"A",
417327,"R",20,"R",31,"R",65,"R",19,"R",0,"R",19,"R",9,"R",47,"R",0,"R",0,"R",0,"R",0,"A",
417381,"A",,"A",,"A",,"R",33,"Z",0,"R",33,"R",20,"R",61,"R",16,"Z",0,"R",16,"R",6,"R",38
417390,"A",,"A",,"A",,"R",21,"R",0,"R",21,"R",16,"R",76,"R",8,"R",0,"R",8,"R",8,"R",100
417406,"A",,"A",,"A",,"R",15,"R",0,"R",15,"R",12,"R",80,"R",2,"R",0,"R",2,"R",2,"R",100
417442,"A",,"A",,"A",,"R",29,"R",0,"R",29,"R",29,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
417503,"A",,"A",,"A",,"R",103,"R",0,"R",103,"R",92,"R",89,"R",0,"R",0,"R",0,"R",0,"A",
417549,"A",,"A",,"A",,"R",94,"R",0,"R",94,"R",50,"R",53,"R",0,"R",0,"R",0,"R",0,"A",
417567,"A",,"A",,"A",,"R",78,"R",0,"R",78,"R",55,"R",71,"R",0,"R",0,"R",0,"R",0,"A",
417576,"A",,"A",,"A",,"R",25,"R",1,"R",24,"R",24,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
417628,"A",,"A",,"A",,"R",15,"R",0,"R",15,"R",13,"R",87,"R",5,"R",0,"R",5,"R",3,"R",60
417637,"A",,"A",,"A",,"R",50,"R",0,"R",50,"R",44,"R",88,"R",16,"R",0,"R",16,"R",12,"R",75
417646,"A",,"A",,"A",,"R",6,"R",0,"R",6,"R",1,"R",17,"R",3,"Z",0,"R",3,"R",0,"R",0
417673,"A",,"A",,"A",,"R",28,"R",1,"R",27,"R",1,"R",4,"R",6,"R",0,"R",6,"R",0,"R",0
417725,"A",,"A",,"A",,"R",52,"R",0,"R",52,"R",38,"R",73,"R",0,"R",0,"R",0,"R",0,"A",
417734,"R",3,"R",3,"R",100,"R",3,"R",0,"R",3,"R",3,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
417752,"R",19,"R",21,"R",90,"R",17,"R",0,"R",17,"R",11,"R",65,"R",2,"R",0,"R",2,"R",2,"R",100
417789,"A",,"A",,"A",,"R",21,"Z",0,"R",21,"R",4,"R",19,"R",20,"Z",0,"R",20,"R",16,"R",80
417804,"A",,"A",,"A",,"R",47,"R",0,"R",47,"R",25,"R",53,"R",0,"R",0,"R",0,"R",0,"A",
417822,"R",128,"R",336,"R",38,"R",223,"R",0,"R",223,"R",212,"R",95,"R",204,"R",0,"R",204,"R",184,"R",90
417840,"A",,"A",,"A",,"R",44,"R",0,"R",44,"R",25,"R",57,"Z",0,"Z",0,"R",0,"Z",0,"A",
417868,"A",,"A",,"A",,"R",32,"R",0,"R",32,"R",24,"R",75,"R",0,"R",0,"R",0,"R",0,"A",
417886,"R",8,"R",33,"R",24,"R",19,"R",0,"R",19,"R",15,"R",79,"R",0,"R",0,"R",0,"R",0,"A",
417910,"R",198,"R",198,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
417947,"A",,"A",,"A",,"R",23,"R",0,"R",23,"R",13,"R",57,"R",0,"R",0,"R",0,"R",0,"A",
417983,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",53,"R",0,"R",53,"R",37,"R",70
417992,"A",,"A",,"A",,"R",38,"R",0,"R",38,"R",35,"R",92,"R",18,"R",0,"R",18,"R",17,"R",94
418001,"A",,"A",,"A",,"R",79,"R",0,"R",79,"R",63,"R",80,"R",0,"R",0,"R",0,"R",0,"A",
418010,"A",,"A",,"A",,"R",22,"R",0,"R",22,"R",18,"R",82,"R",22,"R",0,"R",22,"R",16,"R",73
418029,"R",14,"R",39,"R",36,"R",16,"Z",0,"R",16,"R",8,"R",50,"R",21,"Z",0,"R",21,"R",11,"R",52
418038,"A",,"A",,"A",,"R",51,"R",0,"R",51,"R",38,"R",75,"R",0,"R",0,"R",0,"R",0,"A",
418056,"A",,"A",,"A",,"R",72,"R",0,"R",72,"R",44,"R",61,"R",12,"R",0,"R",12,"R",9,"R",75
418065,"A",,"A",,"A",,"R",144,"Z",0,"R",144,"R",100,"R",69,"R",160,"Z",0,"R",160,"R",95,"R",59
418074,"A",,"A",,"A",,"R",15,"R",0,"R",15,"R",13,"R",87,"R",0,"R",0,"R",0,"R",0,"A",
418083,"A",,"A",,"A",,"R",48,"R",0,"R",48,"R",34,"R",71,"R",21,"R",0,"R",21,"R",16,"R",76
418126,"R",32,"R",217,"R",15,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",
418162,"A",,"A",,"A",,"R",308,"R",0,"R",308,"R",259,"R",84,"R",126,"R",0,"R",126,"R",98,"R",78
418171,"A",,"A",,"A",,"R",13,"Z",0,"R",13,"R",13,"R",100,"Z",0,"Z",0,"R",0,"Z",0,"A",
418205,"A",,"A",,"A",,"R",53,"R",4,"R",49,"R",36,"R",73,"R",134,"Z",0,"R",134,"R",126,"R",94
418223,"R",24,"R",24,"R",100,"R",19,"Z",0,"R",19,"R",3,"R",16,"Z",0,"Z",0,"R",0,"Z",0,"A",
418250,"A",,"A",,"A",,"R",71,"R",0,"R",71,"R",64,"R",90,"R",78,"R",0,"R",78,"R",23,"R",29
418269,"R",49,"R",59,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
418278,"A",,"A",,"A",,"R",10,"R",0,"R",10,"R",5,"R",50,"R",28,"R",0,"R",28,"R",14,"R",50
418287,"A",,"A",,"A",,"R",58,"R",0,"R",58,"R",35,"R",60,"R",21,"Z",0,"R",21,"R",17,"R",81
418296,"A",,"A",,"A",,"R",71,"R",2,"R",69,"R",50,"R",72,"R",533,"R",5,"R",528,"R",397,"R",75
418302,"A",,"A",,"A",,"R",43,"R",0,"R",43,"R",42,"R",98,"R",30,"R",0,"R",30,"R",9,"R",30
418320,"A",,"A",,"A",,"R",15,"R",0,"R",15,"R",15,"R",100,"R",60,"R",0,"R",60,"R",60,"R",100
418339,"A",,"A",,"A",,"R",27,"R",0,"R",27,"R",19,"R",70,"R",24,"R",0,"R",24,"R",10,"R",42
418348,"A",,"A",,"A",,"R",54,"R",0,"R",54,"R",34,"R",63,"R",36,"R",0,"R",36,"R",21,"R",58
418357,"A",,"A",,"A",,"R",66,"R",4,"R",62,"R",62,"R",100,"R",106,"R",10,"R",96,"R",96,"R",100
418384,"A",,"A",,"A",,"R",15,"Z",0,"R",15,"R",15,"R",100,"Z",0,"Z",0,"R",0,"Z",0,"A",
418409,"R",28,"R",28,"R",100,"R",32,"R",0,"R",32,"R",21,"R",66,"R",0,"R",0,"R",0,"R",0,"A",
418418,"R",17,"R",17,"R",100,"R",30,"R",0,"R",30,"R",30,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
418427,"A",,"A",,"A",,"R",14,"R",0,"R",14,"R",11,"R",79,"Z",0,"Z",0,"R",0,"Z",0,"A",
418445,"R",37,"R",37,"R",100,"R",29,"R",0,"R",29,"R",27,"R",93,"R",0,"R",0,"R",0,"R",0,"A",
418481,"R",25,"R",25,"R",100,"R",19,"R",0,"R",19,"R",19,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
418506,"A",,"A",,"A",,"R",26,"Z",0,"R",26,"R",26,"R",100,"Z",0,"Z",0,"R",0,"Z",0,"A",
418515,"A",,"A",,"A",,"R",28,"R",0,"R",28,"R",23,"R",82,"R",34,"Z",0,"R",34,"R",29,"R",85
418524,"A",,"A",,"A",,"R",14,"R",0,"R",14,"R",12,"R",86,"Z",0,"Z",0,"R",0,"Z",0,"A",
418533,"A",,"A",,"A",,"R",184,"R",1,"R",183,"R",135,"R",74,"R",55,"R",0,"R",55,"R",39,"R",71
418542,"R",57,"R",105,"R",54,"R",93,"R",0,"R",93,"R",85,"R",91,"R",0,"R",0,"R",0,"R",0,"A",
418588,"R",13,"R",30,"R",43,"R",31,"R",0,"R",31,"R",29,"R",94,"R",0,"R",0,"R",0,"R",0,"A",
418603,"A",,"A",,"A",,"R",30,"R",0,"R",30,"R",16,"R",53,"R",18,"R",0,"R",18,"R",17,"R",94
418612,"A",,"A",,"A",,"R",15,"Z",0,"R",15,"R",10,"R",67,"Z",0,"Z",0,"R",0,"Z",0,"A",
418676,"A",,"A",,"A",,"R",54,"R",1,"R",53,"R",53,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
418700,"A",,"A",,"A",,"R",103,"R",0,"R",103,"R",68,"R",66,"R",0,"R",0,"R",0,"R",0,"A",
418737,"A",,"A",,"A",,"R",90,"Z",0,"R",90,"R",75,"R",83,"Z",0,"Z",0,"R",0,"Z",0,"A",
418755,"A",,"A",,"A",,"R",81,"R",0,"R",81,"R",71,"R",88,"R",0,"R",0,"R",0,"R",0,"A",
418764,"R",9,"R",9,"R",100,"R",17,"R",0,"R",17,"R",8,"R",47,"R",0,"R",0,"R",0,"R",0,"A",
418773,"R",1509,"R",2658,"R",57,"R",1357,"Z",0,"R",1357,"R",319,"R",24,"R",1021,"Z",0,"R",1021,"R",215,"R",21
418782,"R",141,"R",141,"R",100,"R",147,"R",0,"R",147,"R",95,"R",65,"R",0,"R",0,"R",0,"R",0,"A",
418791,"A",,"A",,"A",,"R",40,"R",0,"R",40,"R",40,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
418870,"A",,"A",,"A",,"R",125,"R",0,"R",125,"R",101,"R",81,"R",0,"R",0,"R",0,"R",0,"A",
418889,"A",,"A",,"A",,"R",28,"R",0,"R",28,"R",21,"R",75,"R",71,"R",31,"R",40,"R",39,"R",98
418898,"A",,"A",,"A",,"R",41,"R",5,"R",36,"R",20,"R",56,"R",0,"R",0,"R",0,"R",0,"A",
418904,"A",,"A",,"A",,"R",30,"R",0,"R",30,"R",12,"R",40,"R",0,"R",0,"R",0,"Z",0,"A",
418913,"A",,"A",,"A",,"R",6,"R",0,"R",6,"R",4,"R",67,"R",0,"R",0,"R",0,"R",0,"A",
418968,"A",,"A",,"A",,"R",32,"R",0,"R",32,"R",26,"R",81,"R",152,"R",2,"R",150,"R",125,"R",83
419022,"A",,"A",,"A",,"R",245,"R",0,"R",245,"R",191,"R",78,"R",0,"R",0,"R",0,"R",0,"A",
419031,"R",27,"R",27,"R",100,"R",27,"Z",0,"R",27,"R",23,"R",85,"Z",0,"Z",0,"R",0,"Z",0,"A",
419147,"A",,"A",,"A",,"R",38,"R",0,"R",38,"R",7,"R",18,"R",12,"R",0,"R",12,"R",4,"R",33
419156,"A",,"A",,"A",,"R",43,"R",0,"R",43,"R",36,"R",84,"Z",0,"Z",0,"R",0,"Z",0,"A",
419183,"R",142,"R",148,"R",96,"R",155,"R",0,"R",155,"R",131,"R",85,"R",0,"R",0,"R",0,"R",0,"A",
419217,"A",,"A",,"A",,"R",90,"R",0,"R",90,"R",83,"R",92,"R",0,"R",0,"R",0,"R",0,"A",
419226,"A",,"A",,"A",,"R",249,"R",0,"R",249,"R",69,"R",28,"Z",0,"Z",0,"R",0,"Z",0,"A",
419235,"A",,"A",,"A",,"R",46,"R",1,"R",45,"R",35,"R",78,"R",0,"R",0,"R",0,"R",0,"A",
419244,"A",,"A",,"A",,"R",19,"Z",0,"R",19,"R",15,"R",79,"R",13,"Z",0,"R",13,"R",4,"R",31
419262,"A",,"A",,"A",,"R",44,"R",0,"R",44,"R",36,"R",82,"R",0,"R",0,"R",0,"R",0,"A",
419271,"A",,"A",,"A",,"R",5,"Z",0,"R",5,"R",5,"R",100,"R",14,"Z",0,"R",14,"R",10,"R",71
419280,"A",,"A",,"A",,"R",10,"R",0,"R",10,"R",10,"R",100,"R",12,"R",0,"R",12,"R",12,"R",100
419314,"A",,"A",,"A",,"R",11,"R",0,"R",11,"R",10,"R",91,"R",0,"R",0,"R",0,"R",0,"A",
419341,"R",35,"R",56,"R",63,"R",48,"R",0,"R",48,"R",26,"R",54,"R",3,"R",0,"R",3,"R",1,"R",33
419411,"A",,"A",,"A",,"R",54,"Z",0,"R",54,"R",53,"R",98,"R",100,"Z",0,"R",100,"R",100,"R",100
419420,"R",31,"R",52,"R",60,"R",56,"R",0,"R",56,"R",20,"R",36,"R",22,"R",0,"R",22,"R",18,"R",82
419439,"A",,"A",,"A",,"R",11,"R",0,"R",11,"R",11,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
419457,"R",3,"R",7,"R",43,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",
419484,"R",32,"R",32,"R",100,"R",25,"R",0,"R",25,"R",22,"R",88,"R",0,"R",0,"R",0,"R",0,"A",
419509,"R",157,"R",477,"R",33,"R",112,"R",0,"R",112,"R",52,"R",46,"R",0,"R",0,"R",0,"R",0,"A",
419572,"R",0,"C",46,"C",0,"A",,"A",,"A",,"A",,"A",,"P",36,"P",0,"P",36,"P",3,"P",8
419633,"A",,"A",,"A",,"R",13,"R",0,"R",13,"R",10,"R",77,"R",0,"Z",0,"R",0,"Z",0,"A",
419660,"A",,"A",,"A",,"R",466,"R",0,"R",466,"R",356,"R",76,"R",0,"R",0,"R",0,"R",0,"A",
419688,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",
419703,"R",288,"R",288,"R",100,"R",338,"R",0,"R",338,"R",232,"R",69,"R",0,"R",0,"R",0,"R",0,"A",
419712,"R",191,"R",191,"R",100,"R",111,"R",0,"R",111,"R",85,"R",77,"R",0,"R",0,"R",0,"R",0,"A",
419721,"R",245,"R",245,"R",100,"R",200,"R",0,"R",200,"R",149,"R",75,"R",0,"R",0,"R",0,"R",0,"A",
420006,"R",82,"R",152,"R",54,"R",30,"R",0,"R",30,"R",19,"R",63,"R",133,"R",7,"R",126,"R",26,"R",21
420024,"A",,"A",,"A",,"R",87,"R",0,"R",87,"R",54,"R",62,"R",0,"R",0,"R",0,"R",0,"A",
420042,"R",48,"R",99,"R",48,"R",14,"R",0,"R",14,"R",4,"R",29,"R",0,"R",0,"R",0,"R",0,"A",
420103,"A",,"A",,"A",,"R",105,"R",0,"R",105,"R",81,"R",77,"R",0,"R",0,"R",0,"R",0,"A",
420130,"A",,"A",,"A",,"R",62,"R",0,"R",62,"R",35,"R",56,"Z",0,"Z",0,"R",0,"Z",0,"A",
420194,"A",,"A",,"A",,"R",105,"R",0,"R",105,"R",105,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
420200,"A",,"A",,"A",,"R",14,"R",0,"R",14,"R",4,"R",29,"R",10,"R",0,"R",10,"R",3,"R",30
420255,"A",,"A",,"A",,"R",108,"R",0,"R",108,"R",89,"R",82,"R",0,"R",0,"R",0,"R",0,"A",
420307,"R",272,"R",859,"R",32,"R",266,"Z",0,"R",266,"R",252,"R",95,"R",38,"Z",0,"R",38,"R",25,"R",66
420316,"R",85,"R",272,"R",31,"R",50,"Z",0,"R",50,"R",23,"R",46,"R",40,"Z",0,"R",40,"R",20,"R",50
420325,"R",16,"R",16,"R",100,"R",21,"Z",0,"R",21,"R",18,"R",86,"Z",0,"Z",0,"R",0,"Z",0,"A",
420343,"A",,"A",,"A",,"R",328,"Z",0,"R",328,"R",234,"R",71,"Z",0,"Z",0,"R",0,"Z",0,"A",
420352,"R",5,"R",45,"R",11,"R",5,"R",1,"R",4,"R",3,"R",75,"R",2,"R",0,"R",2,"R",2,"R",100
420370,"R",237,"R",295,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
420398,"R",563,"R",2164,"R",26,"R",577,"Z",0,"R",577,"R",400,"R",69,"R",792,"Z",0,"R",792,"R",424,"R",54
420404,"R",98,"R",127,"R",77,"R",156,"R",6,"R",150,"R",83,"R",55,"R",13,"R",1,"R",12,"R",0,"R",0
420431,"R",85,"R",361,"R",24,"R",100,"R",0,"R",100,"R",62,"R",62,"R",65,"R",0,"R",65,"R",19,"R",29
420440,"R",178,"R",415,"R",43,"R",139,"R",0,"R",139,"R",73,"R",53,"R",180,"R",0,"R",180,"R",68,"R",38
420459,"A",,"A",,"A",,"R",100,"R",1,"R",99,"R",29,"R",29,"R",12,"R",0,"R",12,"R",5,"R",42
420468,"A",,"A",,"A",,"R",115,"R",0,"R",115,"R",68,"R",59,"R",77,"R",0,"R",77,"R",18,"R",23
420495,"A",,"A",,"A",,"R",108,"R",0,"R",108,"R",66,"R",61,"Z",0,"Z",0,"R",0,"Z",0,"A",
420501,"A",,"A",,"A",,"R",127,"Z",0,"R",127,"R",85,"R",67,"R",123,"Z",0,"R",123,"R",75,"R",61
420510,"R",5,"R",13,"R",38,"R",9,"R",0,"R",9,"R",5,"R",56,"R",0,"Z",0,"R",0,"R",0,"A",
420538,"R",193,"R",478,"R",40,"R",166,"R",0,"R",166,"R",77,"R",46,"R",41,"R",0,"R",41,"R",18,"R",44
420556,"R",59,"R",384,"R",15,"R",51,"R",1,"R",50,"R",23,"R",46,"R",93,"R",0,"R",93,"R",22,"R",24
420574,"R",166,"R",1677,"R",10,"R",0,"R",0,"R",0,"R",0,"A",,"R",61,"R",0,"R",61,"R",41,"R",67
420608,"A",,"A",,"A",,"R",132,"R",0,"R",132,"R",26,"R",20,"R",0,"R",0,"R",0,"R",0,"A",
420723,"R",9,"R",78,"R",12,"R",32,"R",0,"R",32,"R",19,"R",59,"R",96,"R",0,"R",96,"R",23,"R",24
420866,"R",0,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"A",
420981,"A",,"A",,"A",,"R",73,"R",0,"R",73,"R",73,"R",100,"Z",0,"Z",0,"R",0,"Z",0,"A",
421009,"R",178,"R",323,"R",55,"R",85,"R",0,"R",85,"R",31,"R",36,"R",0,"R",0,"R",0,"R",0,"A",
421018,"R",240,"R",420,"R",57,"R",274,"R",0,"R",274,"R",79,"R",29,"R",0,"R",0,"R",0,"R",0,"A",
421513,"R",206,"R",267,"R",77,"R",81,"R",0,"R",81,"R",17,"R",21,"R",0,"R",0,"R",0,"R",0,"A",
421540,"A",,"A",,"A",,"R",36,"R",1,"R",35,"R",31,"R",89,"R",131,"R",0,"R",131,"R",102,"R",78
421559,"A",,"A",,"A",,"R",38,"R",0,"R",38,"R",24,"R",63,"R",18,"R",0,"R",18,"R",4,"R",22
421586,"R",30,"R",46,"R",65,"R",41,"R",0,"R",41,"R",41,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
421601,"A",,"A",,"A",,"R",5,"Z",0,"R",5,"R",2,"R",40,"R",1,"Z",0,"R",1,"R",1,"R",100
421610,"A",,"A",,"A",,"R",6,"Z",0,"R",6,"R",6,"R",100,"R",4,"Z",0,"R",4,"R",4,"R",100
421647,"A",,"A",,"A",,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",82,"Z",0,"R",82,"R",67,"R",82
421665,"A",,"A",,"A",,"R",2,"R",0,"R",2,"R",2,"R",100,"R",3,"R",0,"R",3,"R",1,"R",33
421708,"R",133,"R",133,"R",100,"R",92,"R",5,"R",87,"R",72,"R",83,"R",0,"R",0,"R",0,"R",0,"A",
421717,"A",,"A",,"A",,"R",17,"R",0,"R",17,"R",14,"R",82,"R",0,"R",0,"R",0,"R",0,"A",
421771,"A",,"A",,"A",,"R",22,"R",0,"R",22,"R",19,"R",86,"R",0,"R",0,"R",0,"R",0,"A",
421832,"R",285,"R",319,"R",89,"R",370,"R",0,"R",370,"R",188,"R",51,"R",0,"R",0,"R",0,"R",0,"A",
421841,"R",92,"R",174,"R",53,"R",104,"R",0,"R",104,"R",65,"R",63,"R",0,"R",0,"R",0,"R",0,"A",
421878,"A",,"A",,"A",,"R",44,"Z",0,"R",44,"R",37,"R",84,"R",63,"Z",0,"R",63,"R",55,"R",87
421896,"A",,"A",,"A",,"R",65,"R",0,"R",65,"R",59,"R",91,"R",0,"R",0,"R",0,"R",0,"A",
421939,"R",0,"R",16,"R",0,"R",16,"R",0,"R",16,"R",14,"R",88,"R",0,"R",0,"R",0,"R",0,"A",
422020,"R",25,"R",39,"R",64,"R",8,"R",0,"R",8,"R",7,"R",88,"Z",0,"Z",0,"R",0,"Z",0,"A",
422695,"A",,"A",,"A",,"R",252,"R",0,"R",252,"R",208,"R",83,"R",0,"R",0,"R",0,"R",0,"A",
422835,"A",,"A",,"A",,"R",14,"Z",0,"R",14,"R",13,"R",93,"Z",0,"Z",0,"R",0,"Z",0,"A",
423397,"A",,"A",,"A",,"R",43,"R",0,"R",43,"R",43,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
423412,"A",,"A",,"A",,"R",26,"R",0,"R",26,"P",17,"P",65,"R",0,"R",0,"R",0,"R",0,"A",
423476,"R",66,"R",76,"R",87,"R",19,"R",0,"R",19,"R",9,"R",47,"R",4,"R",0,"R",4,"R",0,"R",0
423652,"R",18,"R",127,"R",14,"R",21,"R",0,"R",21,"R",7,"R",33,"R",36,"R",0,"R",36,"R",14,"R",39
423670,"R",24,"R",86,"R",28,"R",37,"R",0,"R",37,"R",16,"R",43,"R",8,"R",0,"R",8,"R",2,"R",25
423980,"R",345,"R",482,"R",72,"R",350,"R",0,"R",350,"R",289,"R",83,"R",0,"R",0,"R",0,"R",0,"A",
424008,"A",,"A",,"A",,"R",13,"R",0,"R",13,"R",13,"R",100,"R",0,"R",0,"R",0,"R",0,"A",
424424,"A",,"A",,"A",,"R",81,"R",0,"R",81,"R",57,"R",70,"Z",0,"Z",0,"R",0,"Z",0,"A",
425250,"A",,"A",,"A",,"R",41,"R",0,"R",41,"R",35,"R",85,"R",40,"R",0,"R",40,"R",36,"R",90
425296,"R",9,"R",28,"R",32,"R",15,"R",0,"R",15,"R",4,"R",27,"R",14,"R",0,"R",14,"R",3,"R",21
425986,"R",48,"R",52,"R",92,"R",35,"R",0,"R",35,"R",25,"R",71,"R",1,"R",0,"R",1,"R",1,"R",100
426314,"R",30,"R",1652,"R",2,"R",65,"R",0,"R",65,"R",44,"R",68,"R",323,"R",0,"R",323,"R",122,"R",38
427025,"A",,"A",,"A",,"R",277,"R",0,"R",277,"R",221,"R",80,"Z",0,"Z",0,"R",0,"Z",0,"A",
427308,"A",,"A",,"A",,"R",127,"R",0,"R",127,"R",76,"R",60,"Z",0,"Z",0,"R",0,"Z",0,"A",
427663,"R",55,"R",78,"R",71,"R",51,"R",1,"R",50,"R",23,"R",46,"R",2,"R",0,"R",2,"R",0,"R",0
427894,"A",,"A",,"A",,"R",8,"R",0,"R",8,"R",5,"R",63,"R",32,"R",1,"R",31,"R",24,"R",77
427919,"A",,"A",,"A",,"R",26,"R",0,"R",26,"R",12,"R",46,"R",5,"R",0,"R",5,"R",4,"R",80
427973,"A",,"A",,"A",,"R",196,"R",6,"R",190,"R",87,"R",46,"R",0,"R",0,"R",0,"R",0,"A",
427982,"A",,"A",,"A",,"R",88,"R",0,"R",88,"R",29,"R",33,"R",0,"R",0,"R",0,"R",0,"A",
427991,"A",,"A",,"A",,"R",73,"R",0,"R",73,"R",30,"R",41,"R",70,"R",0,"R",70,"R",22,"R",31
