UNITID,xgrcohrt,grcohrt,xugenter,ugentern,xpgrcohr,pgrcohrt,XRET_PCF,RET_PCF,XRET_PCP,RET_PCP
156921,R,869,R,1895,R,45,R,52,R,36
156930,R,123,R,437,R,28,R,41,R,25
156949,R,14,R,22,R,63,B,,B,
157021,R,380,R,461,R,82,B,,B,
157030,R,15,R,27,R,55,R,39,C,
157058,R,306,R,333,R,91,R,63,R,17
157076,R,165,R,220,R,75,R,60,B,
157085,R,3666,R,4982,R,73,R,77,R,30
157100,R,124,R,168,R,73,R,85,B,
157119,R,99,R,115,R,86,R,56,R,31
157173,R,1607,R,2846,R,56,R,52,R,49
157216,R,374,R,618,R,60,R,47,R,16
157270,R,196,R,667,R,29,R,68,R,63
157289,R,2204,R,3392,R,64,B,,B,
157304,R,300,R,400,R,75,R,57,R,41
157322,R,118,R,167,R,70,R,42,R,15
157331,R,152,R,238,R,63,R,58,R,35
157359,R,66,R,248,R,26,B,,B,
157377,R,110,R,312,R,35,R,55,R,62
157386,R,1561,R,2224,R,70,B,,B,
157395,R,24,R,24,R,100,R,61,B,
157401,R,1483,R,2423,R,61,R,70,R,38
157438,R,136,R,327,R,41,R,59,R,58
157447,R,1969,R,2984,R,65,R,63,R,35
157456,R,28,R,32,R,87,B,,B,
157465,R,200,R,328,R,60,B,,B,
157483,R,290,R,431,R,67,R,57,R,28
157508,R,28,R,43,R,65,R,76,R,52
157535,R,147,R,149,R,98,B,,B,
157553,R,373,R,526,R,70,R,56,R,34
157599,R,345,R,345,R,100,R,71,B,
157605,R,93,R,146,R,63,R,68,R,14
157614,R,84,R,95,R,88,B,,B,
157632,R,219,R,264,R,82,R,45,R,32
157650,R,66,R,112,R,58,B,,B,
157669,R,41,R,54,R,75,B,,B,
157678,R,45,R,75,R,60,B,,B,
157696,R,271,R,325,R,83,B,,B,
157711,R,585,R,803,R,72,R,56,R,43
157720,R,89,R,128,R,69,R,73,R,55
157739,R,347,R,495,R,70,R,57,R,31
157748,R,63,R,176,R,35,B,,B,
157757,R,65,R,208,R,31,B,,B,
157766,R,277,R,391,R,70,B,,B,
157793,R,1304,R,2075,R,62,R,62,R,53
157809,R,243,R,317,R,76,R,62,B,
157818,R,300,R,311,R,96,R,84,C,
157827,R,27,R,73,R,36,R,57,R,58
157863,R,130,R,206,R,63,R,56,B,
157942,R,170,R,249,R,68,R,54,R,38
157951,R,2965,R,3121,R,95,R,71,R,41
158079,R,82,R,82,R,100,B,,B,
158088,R,50,R,233,R,21,B,,B,
158158,R,124,R,145,R,85,B,,B,
158219,R,67,R,152,R,44,B,,B,
158237,R,73,R,369,R,19,R,67,R,6
158246,R,140,R,140,R,100,R,66,B,
158282,R,1,R,44,R,2,B,,B,
158307,R,105,R,115,R,91,B,,B,
158325,R,36,R,41,R,87,R,93,C,
158334,R,30,R,30,R,100,R,86,R,100
158343,R,84,R,153,R,54,B,,B,
158352,R,145,R,249,R,58,B,,B,
158431,R,580,R,1464,R,39,R,53,R,45
158440,R,189,R,189,R,100,R,91,C,
158477,R,197,R,233,R,84,R,80,B,
158538,R,51,R,51,R,100,B,,B,
158583,R,35,R,104,R,33,B,,B,
158617,R,183,R,183,R,100,B,,B,
158644,R,85,R,85,R,100,R,67,B,
158662,R,1708,R,2906,R,58,R,32,R,13
158723,R,210,R,418,R,50,B,,B,
158769,R,74,R,87,R,85,R,38,R,11
158778,R,45,R,45,R,100,R,60,C,
158787,R,72,R,73,R,98,B,,B,
158802,R,622,R,716,R,86,B,,B,
158884,R,295,R,722,R,40,B,,B,
158893,R,65,R,188,R,34,B,,B,
158936,R,84,R,262,R,32,B,,B,
158945,R,102,R,156,R,65,B,,B,
158954,R,4,R,25,R,16,B,,B,
159009,R,1028,R,1042,R,98,B,,B,
159018,R,62,R,223,R,27,B,,B,
159027,R,92,R,176,R,52,R,77,B,
159045,R,50,R,115,R,43,B,,B,
159090,R,23,R,72,R,31,R,64,R,76
159197,R,123,R,185,R,66,B,,B,
159249,R,6,R,72,R,8,B,,B,
159258,R,26,R,205,R,12,B,,C,
159267,R,66,R,109,R,60,R,77,R,53
159319,R,95,R,99,R,95,R,60,B,
159328,R,57,R,68400,R,0,R,76,B,
159382,R,389,R,803,R,48,R,49,R,34
159391,R,5363,R,6394,R,83,R,84,R,67
159407,R,770,R,1179,R,65,B,,B,
159416,R,547,R,579,R,94,R,53,R,22
159443,R,86,R,942,R,9,B,,B,
159513,R,103,R,103,R,100,B,,B,
159522,R,84,R,84,R,100,B,,B,
159531,R,19,R,59,R,32,B,,B,
159568,R,266,R,371,R,71,R,58,C,
159601,R,60,R,63,R,95,R,30,R,100
159647,R,1951,R,2633,R,74,B,,B,
159656,R,854,R,1027,R,83,R,82,R,40
159692,R,29,R,93,R,31,B,,B,
159717,R,1521,R,1957,R,77,B,,B,
159780,R,107,R,107,R,100,B,,B,
159799,R,111,R,111,R,100,B,,B,
159823,R,90,R,418,R,21,R,36,R,16
159939,R,1961,R,2284,R,85,B,,B,
159948,R,61,R,1080,R,5,B,,B,
159966,R,1396,R,1458,R,95,R,64,R,55
159984,R,42,R,81,R,51,B,,B,
159993,R,1284,R,1838,R,69,R,68,R,41
160001,R,22,R,111,R,19,B,,B,
160010,R,44,R,448,R,9,R,56,R,50
160038,R,1835,R,2759,R,66,R,70,R,43
160047,R,89,R,130,R,68,R,58,R,15
160065,R,114,R,316,R,36,B,,B,
160074,R,70,R,378,R,18,B,,B,
160117,R,13,R,30,R,43,B,,B,
160126,R,2,R,13,R,15,B,,B,
160135,R,14,R,29,R,48,B,,B,
160144,R,5,R,17,R,29,B,,B,
160199,R,48,R,48,R,100,B,,B,
160214,R,48,R,90,R,53,R,48,R,23
160250,R,405,R,517,R,78,B,,B,
160311,R,65,R,100,R,65,B,,B,
160320,R,134,R,134,R,100,B,,B,
160348,R,9,R,9,R,100,B,,B,
160366,R,8,R,30,R,26,R,63,R,30
160384,R,39,R,124,R,31,B,,B,
160409,R,12,R,77,R,15,R,66,C,
160427,R,348,R,621,R,56,B,,B,
160436,R,155,R,348,R,44,B,,B,
160445,R,17,R,19,R,89,B,,B,
160454,R,43,R,248,R,17,B,,B,
160472,R,97,R,119,R,81,R,95,C,
160481,R,23,R,47,R,48,B,,B,
160524,R,103,R,349,R,29,R,87,B,
160560,R,38,R,287,R,13,B,,B,
160579,R,115,R,137,R,83,B,,B,
160597,R,46,R,114,R,40,R,55,C,
160612,R,2557,R,3618,R,70,B,,B,
160621,R,1293,R,1298,R,99,R,72,R,61
160630,R,388,R,418,R,92,B,,B,
160649,R,446,R,503,R,88,R,100,R,100
160658,R,2608,R,3496,R,74,R,71,R,39
160667,R,326,R,760,R,42,B,,B,
160676,R,249,R,458,R,54,R,74,R,57
160685,R,76,R,110,R,69,R,44,R,13
160694,R,58,R,99,R,58,R,50,C,
160719,R,52,R,212,R,24,B,,B,
160755,R,1673,R,2004,R,83,R,86,B,
160816,R,32,R,79,R,40,B,,B,
160843,R,156,R,257,R,60,B,,B,
160870,R,143,R,191,R,74,B,,B,
160904,R,913,R,1130,R,80,R,72,R,100
160913,R,51,R,1069,R,4,B,,B,
160940,R,99,R,232,R,42,B,,B,
160959,R,63,R,85,R,74,R,78,B,
160968,R,13,R,22,R,59,B,,B,
160977,R,487,R,503,R,96,R,93,B,
160995,R,63,R,98,R,64,B,,B,
161004,R,465,R,480,R,96,B,,B,
161022,R,3,R,63,R,4,B,,B,
161059,R,9,R,9,R,100,B,,R,93
161077,R,483,R,766,R,63,B,,B,
161086,R,474,R,482,R,98,R,93,B,
161138,R,312,R,872,R,35,B,,B,
161165,R,296,R,627,R,47,B,,B,
161192,R,220,R,396,R,55,R,72,R,60
161208,R,13,R,66,R,19,B,,B,
161217,R,381,R,1225,R,31,B,,B,
161226,R,520,R,721,R,72,B,,B,
161235,R,126,R,357,R,35,R,41,R,35
161244,R,144,R,226,R,63,R,73,R,44
161253,R,1659,R,2192,R,75,R,77,R,55
161299,R,210,R,749,R,28,R,68,C,
161341,R,193,R,472,R,40,B,,B,
161378,R,9,R,9,R,100,R,89,B,
161448,R,2,R,9,R,22,B,,B,
161457,R,387,R,665,R,58,R,68,C,
161484,R,206,R,327,R,62,R,62,R,37
161493,R,73,R,134,R,54,R,85,B,
161509,R,91,R,141,R,64,R,74,R,60
161518,R,244,R,285,R,85,B,,B,
161527,R,200,R,251,R,79,R,79,R,81
161545,R,643,R,1656,R,38,R,59,R,51
161554,R,851,R,1812,R,46,R,70,R,60
161563,R,164,R,241,R,68,R,65,R,50
161572,R,166,R,189,R,87,R,55,B,
161581,R,203,R,218,R,93,B,,B,
161615,R,32,R,38,R,84,B,,B,
161624,R,137,R,137,R,100,B,,B,
161651,R,18,R,37,R,48,B,,B,
161688,R,756,R,1456,R,51,B,,B,
161767,R,1798,R,3226,R,55,R,62,R,48
161776,R,265,R,462,R,57,R,78,R,71
161800,R,31,R,48,R,64,B,,B,
161837,R,3,R,14,R,21,B,,B,
161855,R,28,R,42,R,66,B,,B,
161864,R,657,R,1514,R,43,B,,B,
161882,R,144,R,233,R,61,B,,B,
162007,R,754,R,776,R,97,R,69,B,
162061,R,22,R,52,R,42,R,56,R,100
162104,R,184,R,586,R,31,R,57,R,29
162122,R,808,R,1777,R,45,R,60,R,40
162168,R,269,R,750,R,35,R,55,R,39
162210,R,187,R,262,R,71,R,64,B,
162283,R,571,R,621,R,91,B,,B,
162335,R,94,R,94,R,100,B,,B,
162371,R,164,R,181,R,90,B,,B,
162557,R,703,R,1232,R,57,R,50,R,48
162584,R,988,R,1370,R,72,R,70,R,66
162609,R,120,R,247,R,48,B,,B,
162654,R,342,R,381,R,89,R,80,R,100
162681,R,75,R,131,R,57,B,,B,
162690,R,406,R,1206,R,33,R,67,R,52
162706,R,631,R,1823,R,34,R,66,R,38
162760,R,181,R,288,R,62,R,81,R,0
162779,R,711,R,2069,R,34,R,62,R,41
162830,R,31,R,31,R,100,R,81,C,
162928,R,1126,R,1956,R,57,R,94,C,
162982,R,5,R,13,R,38,R,90,R,100
163028,R,905,R,1061,R,85,R,27,R,20
163046,R,915,R,947,R,96,R,92,B,
163107,R,4,R,13,R,30,B,,B,
163116,R,14,R,18,R,77,R,54,R,33
163204,R,71,R,5008,R,1,B,,B,
163268,R,1489,R,2609,R,57,R,81,R,50
163286,R,4055,R,6370,R,63,R,93,R,57
163295,R,385,R,452,R,85,R,85,B,
163338,R,951,R,1168,R,81,R,68,R,29
163347,R,339,R,653,R,51,R,63,R,91
163408,R,27,R,48,R,56,B,,B,
163426,R,1337,R,5980,R,22,R,33,R,43
163453,R,1220,R,1663,R,73,R,71,B,
163462,R,396,R,487,R,81,R,78,B,
163532,R,52,R,116,R,44,B,,B,
163541,R,82,R,123,R,66,B,,B,
163578,R,124,R,170,R,72,R,59,B,
163657,R,599,R,3705,R,16,R,57,R,42
163736,R,404,R,665,R,60,R,72,R,66
163754,R,28,R,56,R,50,B,,B,
163815,R,15,R,36,R,41,B,,B,
163851,R,947,R,1750,R,54,B,,B,
163912,R,421,R,538,R,78,R,85,R,100
163921,R,134,R,268,R,50,B,,B,
163976,R,138,R,138,R,100,R,84,C,
164058,R,162,R,164,R,98,R,77,R,61
164076,R,1755,R,3162,R,55,B,,B,
164100,R,64,R,64,R,100,R,79,B,
164155,R,1178,R,1178,R,100,R,91,B,
164173,R,539,R,766,R,70,B,,B,
164207,R,33,R,42,R,78,B,,B,
164216,R,354,R,434,R,81,B,,B,
164270,R,451,R,524,R,86,R,83,B,
164313,R,282,R,1016,R,27,R,53,R,38
164447,R,327,R,490,R,66,R,55,R,48
164465,R,413,R,424,R,97,R,96,B,
164492,R,154,R,213,R,72,R,71,R,100
164526,R,94,R,147,R,63,B,,B,
164562,R,640,R,640,R,100,B,,B,
164571,R,77,R,123,R,62,B,,B,
164580,R,395,R,395,R,100,B,,B,
164599,R,36,R,176,R,20,B,,B,
164614,R,41,R,52,R,78,B,,B,
164632,R,244,R,467,R,52,B,,B,
164641,R,423,R,852,R,49,R,34,B,
164678,R,64,R,106,R,60,R,89,R,80
164720,R,255,R,547,R,46,B,,B,
164739,R,949,R,1139,R,83,R,93,B,
164748,R,718,R,1050,R,68,R,78,B,
164775,R,297,R,743,R,39,R,65,R,49
164845,R,113,R,151,R,74,B,,B,
164872,R,161,R,439,R,36,B,,B,
164924,R,2314,R,2512,R,92,B,,B,
164933,R,122,R,135,R,90,B,,B,
164988,R,3961,R,4292,R,92,R,88,B,
165015,R,824,R,824,R,100,R,94,B,
165024,R,1285,R,1995,R,64,R,77,R,36
165033,R,998,R,1832,R,54,B,,B,
165060,R,117,R,190,R,61,B,,B,
165112,R,714,R,2305,R,30,B,,B,
165149,R,27,R,28,R,96,R,100,C,
165167,R,25,R,144,R,17,R,75,R,75
165194,R,324,R,1137,R,28,B,,B,
165255,R,54,R,136,R,39,B,,B,
165264,R,1,R,133,R,0,B,,B,
165334,R,538,R,631,R,85,R,85,R,75
165529,R,466,R,1672,R,27,R,70,B,
165556,R,550,R,846,R,65,B,,B,
165574,R,518,R,654,R,79,B,,B,
165608,R,17,R,63,R,26,R,63,C,
165635,R,415,R,415,R,100,B,,B,
165644,R,200,R,246,R,81,B,,B,
165662,R,700,R,1650,R,42,R,83,B,
165671,R,406,R,602,R,67,B,,B,
165680,R,66,R,86,R,76,B,,B,
165699,R,494,R,527,R,93,R,51,B,
165750,R,54,R,107,R,50,B,,B,
165802,R,313,R,497,R,62,B,,B,
165820,R,586,R,989,R,59,B,,B,
165866,R,620,R,940,R,65,R,71,R,75
165884,R,124,R,134,R,92,B,,B,
165936,R,427,R,427,R,100,C,,R,87
165981,R,249,R,785,R,31,B,,B,
166009,R,112,R,156,R,71,R,83,C,
166018,R,394,R,431,R,91,R,79,B,
166027,R,1642,R,1665,R,98,B,,B,
166054,R,18,R,28,R,64,B,,B,
166063,R,45,R,80,R,56,R,88,R,65
166124,R,698,R,718,R,97,B,,B,
166133,R,1143,R,2705,R,42,B,,B,
166276,R,349,R,349,R,100,B,,B,
166294,R,18,R,31,R,58,B,,B,
166319,R,22,R,24,R,91,B,,B,
166328,R,29,R,35,R,82,B,,B,
166391,R,365,R,425,R,85,R,60,B,
166407,R,6,R,6,R,100,C,,C,
166452,R,100,R,150,R,66,B,,B,
166489,R,9,R,14,R,64,R,50,B,
166498,R,25,R,79,R,31,R,98,R,98
166513,R,1008,R,1787,R,56,R,75,R,43
166586,R,10,R,20,R,50,B,,B,
166595,R,40,R,60,R,66,B,,B,
166601,R,65,R,84,R,77,B,,B,
166629,R,4156,R,5347,R,77,R,84,R,52
166638,R,567,R,1949,R,29,R,70,R,45
166647,R,950,R,2451,R,38,B,,B,
166656,R,54,R,164,R,32,R,79,B,
166674,R,237,R,715,R,33,B,,B,
166683,R,1019,R,1022,R,99,R,97,R,83
166692,R,264,R,291,R,90,B,,B,
166805,R,15,R,54,R,27,B,,B,
166823,R,1155,R,2752,R,41,B,,B,
166850,R,565,R,642,R,88,R,81,R,58
166887,R,1274,R,3676,R,34,B,,B,
166911,R,92,R,120,R,76,B,,B,
166939,R,508,R,637,R,79,B,,B,
166948,R,401,R,520,R,77,B,,B,
166957,R,622,R,1150,R,54,B,,B,
166984,R,101,R,204,R,49,B,,B,
167020,R,1083,R,1083,R,100,R,66,B,
167039,R,32,R,46,R,69,B,,B,
167057,R,97,R,115,R,84,R,85,R,66
167224,R,51,R,51,R,100,R,68,C,
167251,R,298,R,356,R,83,R,59,R,42
167260,R,256,R,626,R,40,R,58,B,
167288,R,248,R,522,R,47,R,76,R,60
167297,R,13,R,73,R,17,R,95,C,
167312,R,855,R,2318,R,36,B,,B,
167321,R,277,R,545,R,50,B,,B,
167358,R,3194,R,3756,R,85,Z,0,Z,0
167376,R,795,R,1743,R,45,B,,B,
167394,R,117,R,185,R,63,R,83,B,
167455,R,159,R,160,R,99,R,64,B,
167525,R,527,R,1521,R,34,R,58,R,27
167534,R,894,R,1419,R,63,B,,B,
167543,R,184,R,184,R,100,B,,B,
167598,R,156,R,248,R,62,R,82,B,
167631,R,303,R,782,R,38,B,,B,
167677,R,0,R,0,Z,0,R,100,C,
167729,R,994,R,2137,R,46,R,72,R,28
167738,R,300,R,467,R,64,B,,B,
167783,R,329,R,476,R,69,B,,B,
167792,R,143,R,143,R,100,R,79,B,
167835,R,635,R,777,R,81,B,,B,
167871,R,112,R,131,R,85,R,88,R,66
167899,R,553,R,1197,R,46,R,81,B,
167905,R,804,R,2700,R,29,R,62,R,42
167987,R,1513,R,1970,R,76,R,76,R,29
167996,R,566,R,637,R,88,Z,0,Z,0
168005,R,914,R,1301,R,70,B,,B,
168032,R,54,R,81,R,66,B,,B,
168148,R,1279,R,1283,R,99,R,96,B,
168218,R,591,R,634,R,93,R,95,B,
168227,R,862,R,978,R,88,R,76,B,
168254,R,684,R,763,R,89,B,,B,
168263,R,852,R,1182,R,72,R,76,R,25
168281,R,445,R,445,R,100,R,89,B,
168290,R,139,R,174,R,79,R,82,C,
168342,R,533,R,533,R,100,B,,B,
168421,R,631,R,698,R,90,B,,B,
168430,R,623,R,1024,R,60,B,,B,
168519,R,39,R,66,R,59,R,97,R,99
168528,R,307,R,977,R,31,R,66,B,
168546,R,487,R,525,R,92,R,85,B,
168555,R,28,R,70,R,40,R,93,R,88
168573,R,295,R,401,R,73,B,,B,
168591,R,328,R,328,R,100,B,,B,
168607,R,286,R,1136,R,25,R,62,R,22
168740,R,318,R,566,R,56,B,,B,
168786,R,283,R,438,R,64,R,75,R,100
168838,R,625,R,909,R,68,B,,B,
168847,R,1144,R,2153,R,53,B,,B,
168883,R,514,R,1141,R,45,R,60,R,55
168892,R,57,R,81,R,70,B,,B,
169080,R,1041,R,1223,R,85,B,,B,
169187,R,27,R,58,R,46,B,,B,
169248,R,3619,R,5047,R,71,R,77,R,21
169275,R,814,R,4850,R,16,R,52,R,37
169284,R,118,R,190,R,62,B,,B,
169327,R,4,R,4,R,100,B,,B,
169363,R,72,R,116,R,62,R,71,C,
169442,R,181,R,345,R,52,R,74,R,74
169479,R,137,R,220,R,62,R,63,R,61
169488,R,36,R,74,R,48,R,43,R,50
169497,R,42,R,133,R,31,R,70,R,41
169503,R,87,R,87,R,100,R,87,B,
169521,R,1606,R,4387,R,36,R,65,R,49
169567,R,34,R,106,R,32,R,59,C,
169576,R,27,R,54,R,50,R,63,R,70
169594,R,118,R,220,R,53,R,41,R,41
169600,R,87,R,169,R,51,R,37,R,45
169655,R,228,R,314,R,72,B,,C,
169716,R,480,R,783,R,61,R,76,R,16
169734,R,24,R,47,R,51,B,,B,
169761,R,42,R,44,R,95,B,,B,
169798,R,2479,R,4894,R,50,R,72,R,36
169831,R,1,R,7,R,14,B,,B,
169910,R,2204,R,2391,R,92,Z,0,Z,0
169947,R,10,R,35,R,28,B,,B,
169956,R,63,R,63,R,100,B,,B,
169974,R,153,R,652,R,23,R,52,R,40
169983,R,559,R,609,R,91,R,88,B,
169992,R,231,R,560,R,41,R,52,R,33
170000,R,32,R,50,R,64,R,74,B,
170037,R,346,R,537,R,64,B,,B,
170046,R,455,R,455,R,100,B,,B,
170055,R,2278,R,3183,R,71,R,58,R,43
170082,R,3277,R,5156,R,63,B,,B,
170091,R,39,R,95,R,41,B,,B,
170240,R,772,R,1506,R,51,C,,C,
170301,R,810,R,864,R,93,R,87,C,
170338,R,9,R,34,R,26,B,,B,
170417,R,144,R,149,R,96,B,,B,
170444,R,381,R,1074,R,35,C,,C,
170514,R,6,R,103,R,5,R,92,R,73
170532,R,383,R,387,R,98,R,86,B,
170541,R,993,R,5710,R,17,R,58,R,47
170550,R,485,R,1954,R,24,C,,C,
170587,R,162,R,446,R,36,C,,C,
170620,R,277,R,1573,R,17,R,9,R,9
170639,R,535,R,955,R,56,B,,B,
170657,R,431,R,2556,R,16,R,50,R,47
170675,R,377,R,822,R,45,R,69,R,33
170693,R,92,R,144,R,63,B,,B,
170736,R,39,R,62,R,62,B,,B,
170790,R,724,R,7468,R,9,C,,C,
170806,R,201,R,248,R,81,R,77,R,53
170824,R,3,R,10,R,30,R,100,C,
170842,R,50,R,163,R,30,R,65,R,66
170967,R,96,R,321,R,29,R,53,R,50
170976,R,5517,R,6389,R,86,R,96,R,87
171012,R,63,R,280,R,22,C,,C,
171100,R,6943,R,7122,R,97,B,,B,
171128,R,1170,R,1359,R,86,R,81,C,
171137,R,704,R,1468,R,47,R,81,R,59
171146,R,420,R,1446,R,29,B,,B,
171155,R,448,R,2014,R,22,C,,C,
171225,R,315,R,555,R,56,B,,C,
171234,R,138,R,395,R,34,R,45,R,39
171261,R,60,R,88,R,68,R,80,R,75
171298,R,856,R,1454,R,58,B,,B,
171304,R,709,R,3331,R,21,R,51,R,36
171313,R,881,R,970,R,90,B,,C,
171322,R,1370,R,1905,R,71,B,,B,
171395,R,67,R,1242,R,5,R,56,R,49
171456,R,1669,R,2354,R,70,R,72,R,41
171465,R,12,R,20,R,60,R,87,C,
171483,R,532,R,2278,R,23,R,57,R,32
171492,R,391,R,992,R,39,R,74,C,
171535,R,819,R,2462,R,33,R,64,R,44
171571,R,2016,R,2101,R,95,R,73,R,29
171599,R,271,R,404,R,67,R,64,C,
171775,R,19,R,33,R,57,B,,B,
171881,R,53,R,92,R,57,R,65,R,30
171988,R,55,R,83,R,66,R,78,B,
171997,R,45,R,81,R,55,R,81,B,
172015,R,40,R,83,R,48,R,81,B,
172033,R,3,R,10,R,30,R,100,C,
172051,R,1156,R,2275,R,50,R,65,R,35
172200,R,966,R,4772,R,20,R,65,R,42
172264,R,213,R,596,R,35,B,,B,
172291,R,616,R,2588,R,23,R,63,R,46
172307,R,356,R,1187,R,29,R,66,R,34
172325,R,448,R,448,R,100,B,,B,
172334,R,308,R,825,R,37,B,,B,
172422,R,47,R,47,R,100,B,,B,
172440,R,111,R,124,R,89,B,,B,
172495,R,12,R,52,R,23,B,,B,
172556,R,22,R,81,R,27,B,,B,
172574,R,22,R,109,R,20,B,,B,
172583,R,54,R,70,R,77,B,,B,
172617,R,721,R,6264,R,11,R,60,R,43
172635,R,766,R,2787,R,27,R,43,R,32
172644,R,2284,R,6104,R,37,B,,B,
172671,R,118,R,596,R,19,R,49,R,45
172699,R,4228,R,6109,R,69,R,76,R,63
172778,R,10,R,48,R,20,R,66,R,36
172802,R,6,R,9,R,66,B,,B,
172866,R,34,R,104,R,32,B,,B,
172918,R,700,R,1258,R,55,Z,0,Z,0
172927,R,10,R,24,R,41,B,,B,
172954,R,327,R,967,R,33,Z,0,Z,0
172963,R,1215,R,3638,R,33,Z,0,Z,0
172972,R,13,R,19,R,68,R,82,R,100
173045,R,361,R,789,R,45,R,79,R,60
173063,R,719,R,1725,R,41,Z,0,Z,0
173115,R,1481,R,2472,R,59,Z,0,Z,0
173124,R,676,R,1349,R,50,R,72,R,47
173142,R,170,R,227,R,74,B,,B,
173160,R,692,R,896,R,77,R,87,R,25
173203,R,689,R,1262,R,54,Z,0,Z,0
173258,R,488,R,488,R,100,B,,B,
173300,R,805,R,911,R,88,B,,B,
173328,R,167,R,500,R,33,R,71,B,
173416,R,580,R,1555,R,37,Z,0,Z,0
173452,R,222,R,243,R,91,R,83,C,
173461,R,582,R,1972,R,29,Z,0,Z,0
173470,R,38,R,38,R,100,R,77,C,
173489,R,71,R,82,R,86,R,28,R,12
173559,R,452,R,1083,R,41,Z,0,Z,0
173629,R,177,R,1340,R,13,B,,B,
173638,R,555,R,1446,R,38,Z,0,Z,0
173647,R,631,R,640,R,98,R,80,B,
173665,R,455,R,565,R,80,R,84,B,
173708,R,610,R,2254,R,27,Z,0,Z,0
173726,R,21,R,21,R,100,R,100,C,
173735,R,474,R,973,R,48,Z,0,Z,0
173744,R,348,R,362,R,96,R,95,R,97
173799,R,802,R,2245,R,35,Z,0,Z,0
173805,R,296,R,501,R,59,Z,0,Z,0
173887,R,381,R,454,R,83,B,,B,
173902,R,513,R,513,R,100,R,92,B,
173911,R,616,R,1245,R,49,Z,0,Z,0
173920,R,2275,R,3574,R,63,R,78,R,44
173939,R,146,R,146,R,100,R,100,B,
173984,R,65,R,79,R,82,B,,B,
173993,R,384,R,744,R,51,Z,0,Z,0
174020,R,45,R,1471,R,3,B,,B,
174066,R,5160,R,8873,R,58,R,86,R,58
174075,R,236,R,1138,R,20,R,67,R,57
174118,R,316,R,316,R,100,B,,B,
174127,R,117,R,180,R,65,R,71,C,
174136,R,1003,R,2744,R,36,Z,0,Z,0
174154,R,59,R,183,R,32,B,,B,
174190,R,0,R,0,Z,0,R,58,B,
174206,R,34,R,53,R,64,R,67,R,100
174233,R,2187,R,2889,R,75,R,74,R,50
174251,R,412,R,589,R,69,R,77,R,50
174279,R,67,R,281,R,23,R,100,R,84
174321,R,94,R,94,R,100,R,76,B,
174358,R,1269,R,2203,R,57,R,67,R,66
174376,R,913,R,2725,R,33,Z,0,Z,0
174385,R,15,R,46,R,32,B,,B,
174394,R,643,R,894,R,71,B,,B,
174428,R,1404,R,3660,R,38,Z,0,Z,0
174437,R,249,R,408,R,61,R,73,R,25
174464,R,82,R,149,R,55,R,84,R,68
174473,R,315,R,846,R,37,Z,0,Z,0
174482,R,21,R,85,R,24,B,,B,
174491,R,434,R,458,R,94,R,75,R,58
174507,R,10,R,25,R,40,R,83,B,
174525,R,41,R,155,R,26,R,60,B,
174534,R,97,R,97,R,100,R,79,B,
174561,R,45,R,63,R,71,R,72,R,100
174570,R,102,R,430,R,23,Z,0,Z,0
174604,R,128,R,185,R,69,Z,0,Z,0
174622,R,47,R,164,R,28,B,,B,
174631,R,52,R,106,R,49,B,,B,
174659,R,414,R,827,R,50,B,,B,
174686,R,17,R,17,R,100,B,,B,
174738,R,1105,R,2400,R,46,Z,0,Z,0
174747,R,502,R,547,R,91,R,88,C,
174756,R,816,R,1494,R,54,Z,0,Z,0
174765,R,118,R,118,R,100,R,100,B,
174783,R,2151,R,4210,R,51,Z,0,Z,0
174792,R,490,R,530,R,92,R,90,C,
174817,R,369,R,508,R,72,R,75,B,
174844,R,720,R,795,R,90,R,92,R,0
174862,R,116,R,224,R,51,R,71,R,100
174899,R,432,R,865,R,49,B,,B,
174914,R,1035,R,1441,R,71,B,,B,
174932,R,36,R,54,R,66,B,,B,
174978,R,136,R,528,R,25,R,92,R,70
175005,R,381,R,407,R,93,R,78,B,
175014,R,58,R,161,R,36,B,,B,
175023,R,3,R,3,R,100,B,,B,
175041,R,501,R,1746,R,28,Z,0,Z,0
175078,R,524,R,531,R,98,R,66,R,23
175120,R,153,R,153,R,100,R,86,R,54
175148,R,87,R,149,R,58,R,83,R,75
175157,R,233,R,580,R,40,Z,0,Z,0
175227,R,415,R,604,R,68,B,,B,
175236,R,970,R,1670,R,58,Z,0,Z,0
175263,R,414,R,827,R,50,Z,0,Z,0
175272,R,1623,R,2208,R,73,B,,B,
175315,R,1505,R,3470,R,43,Z,0,Z,0
175342,R,470,R,493,R,95,B,,B,
175421,R,170,R,666,R,25,Z,0,Z,0
175430,R,60,R,147,R,40,R,80,R,13
175476,R,19,R,19,R,100,B,,B,
175494,R,117,R,117,R,100,R,93,C,
175519,R,818,R,939,R,87,B,,B,
175528,R,43,R,56,R,76,R,87,R,81
175564,R,290,R,363,R,79,B,,B,
175573,R,896,R,1108,R,80,B,,B,
175591,R,28,R,35,R,80,B,,B,
175607,R,26,R,44,R,59,B,,B,
175616,R,327,R,791,R,41,B,,B,
175643,R,769,R,780,R,98,B,,B,
175652,R,1029,R,1381,R,74,R,65,R,30
175698,R,8,R,12,R,66,B,,B,
175713,R,27,R,30,R,90,R,52,R,45
175722,R,14,R,17,R,82,B,,B,
175786,R,3288,R,4298,R,76,B,,B,
175810,R,773,R,1046,R,73,B,,B,
175829,R,1289,R,1991,R,64,R,76,R,41
