"ID","Year","Retention","Type"
178402,2004,73,"FT"
178411,2004,84,"FT"
178420,2004,68,"FT"
178448,2004,49,"FT"
178624,2004,78,"FT"
178721,2004,64,"FT"
179344,2004,56,"FT"
179539,2004,53,"FT"
179557,2004,70,"FT"
179566,2004,74,"FT"
179645,2004,59,"FT"
179715,2004,59,"FT"
179867,2004,98,"FT"
179894,2004,83,"FT"
180081,2004,40,"FT"
180179,2004,54,"FT"
180197,2004,49,"FT"
180212,2004,0,"FT"
180249,2004,44,"FT"
180276,2004,56,"FT"
180328,2004,5,"FT"
180373,2004,88,"FT"
180461,2004,72,"FT"
180489,2004,70,"FT"
180522,2004,62,"FT"
180692,2004,51,"FT"
180814,2004,62,"FT"
180902,2004,60,"FT"
180948,2004,73,"FT"
181215,2004,82,"FT"
181303,2004,49,"FT"
181312,2004,43,"FT"
181394,2004,75,"FT"
181464,2004,79,"FT"
181491,2004,67,"FT"
181534,2004,60,"FT"
181640,2004,68,"FT"
181817,2004,50,"FT"
182281,2004,73,"FT"
182290,2004,76,"FT"
182306,2004,49,"FT"
183099,2004,64,"FT"
183105,2004,65,"FT"
183132,2004,59,"FT"
183141,2004,41,"FT"
183257,2004,0,"FT"
183655,2004,59,"FT"
183743,2004,63,"FT"
183789,2004,59,"FT"
183859,2004,67,"FT"
183877,2004,58,"FT"
183938,2004,64,"FT"
184180,2004,61,"FT"
184205,2004,64,"FT"
184481,2004,59,"FT"
184506,2004,73,"FT"
184603,2004,69,"FT"
184694,2004,73,"FT"
184782,2004,86,"FT"
184791,2004,60,"FT"
184816,2004,85,"FT"
184995,2004,56,"FT"
185129,2004,76,"FT"
185262,2004,75,"FT"
185466,2004,90,"FT"
185509,2004,62,"FT"
185536,2004,63,"FT"
185590,2004,84,"FT"
185828,2004,79,"FT"
185873,2004,66,"FT"
186016,2004,83,"FT"
186034,2004,59,"FT"
186052,2004,78,"FT"
186274,2004,88,"FT"
186380,2004,88,"FT"
186469,2004,53,"FT"
186645,2004,59,"FT"
187198,2004,53,"FT"
187444,2004,78,"FT"
187532,2004,61,"FT"
187620,2004,63,"FT"
187639,2004,55,"FT"
187648,2004,59,"FT"
187666,2004,48,"FT"
187903,2004,53,"FT"
187958,2004,58,"FT"
187976,2004,39,"FT"
187985,2004,75,"FT"
187994,2004,51,"FT"
188003,2004,41,"FT"
188021,2004,55,"FT"
188030,2004,73,"FT"
188049,2004,54,"FT"
188058,2004,46,"FT"
188100,2004,55,"FT"
188137,2004,50,"FT"
188216,2004,28,"FT"
188225,2004,43,"FT"
188261,2004,60,"FT"
188304,2004,53,"FT"
188429,2004,80,"FT"
188438,2004,74,"FT"
188890,2004,66,"FT"
189097,2004,96,"FT"
189228,2004,55,"FT"
189547,2004,65,"FT"
189714,2004,74,"FT"
189839,2004,60,"FT"
190053,2004,50,"FT"
190150,2004,97,"FT"
190169,2004,63,"FT"
190239,2004,70,"FT"
190442,2004,62,"FT"
190512,2004,87,"FT"
190521,2004,59,"FT"
190530,2004,64,"FT"
190549,2004,79,"FT"
190558,2004,80,"FT"
190567,2004,77,"FT"
190585,2004,64,"FT"
190594,2004,81,"FT"
190600,2004,76,"FT"
190619,2004,65,"FT"
190628,2004,61,"FT"
190637,2004,74,"FT"
190646,2004,63,"FT"
190655,2004,73,"FT"
190664,2004,81,"FT"
190673,2004,64,"FT"
190691,2004,68,"FT"
190840,2004,65,"FT"
191083,2004,62,"FT"
191199,2004,61,"FT"
191241,2004,90,"FT"
