"ID","Year","Retention","Type"
185129,2014,72,"FT"
185262,2014,75,"FT"
185466,2014,97,"FT"
185509,2014,67,"FT"
185536,2014,62,"FT"
185590,2014,81,"FT"
185828,2014,84,"FT"
185873,2014,71,"FT"
186016,2014,91,"FT"
186034,2014,65,"FT"
186052,2014,76,"FT"
186274,2014,85,"FT"
186371,2014,82,"FT"
186380,2014,92,"FT"
186399,2014,86,"FT"
186469,2014,57,"FT"
186593,2014,74,"FT"
186645,2014,77,"FT"
187134,2014,93,"FT"
187198,2014,58,"FT"
187444,2014,76,"FT"
187532,2014,59,"FT"
187620,2014,59,"FT"
187639,2014,59,"FT"
187648,2014,59,"FT"
187666,2014,52,"FT"
187745,2014,67,"FT"
187903,2014,62,"FT"
187958,2014,58,"FT"
187976,2014,45,"FT"
187985,2014,79,"FT"
187994,2014,43,"FT"
188003,2014,45,"FT"
188021,2014,39,"FT"
188030,2014,74,"FT"
188049,2014,57,"FT"
188058,2014,50,"FT"
188100,2014,52,"FT"
188137,2014,58,"FT"
188182,2014,57,"FT"
188216,2014,36,"FT"
188225,2014,47,"FT"
188261,2014,69,"FT"
188304,2014,55,"FT"
188429,2014,83,"FT"
188438,2014,56,"FT"
188687,2014,30,"FT"
188890,2014,56,"FT"
189097,2014,95,"FT"
189228,2014,59,"FT"
189468,2014,88,"FT"
189547,2014,58,"FT"
189714,2014,70,"FT"
189839,2014,55,"FT"
190053,2014,55,"FT"
190150,2014,96,"FT"
190169,2014,64,"FT"
190239,2014,82,"FT"
190442,2014,57,"FT"
190512,2014,90,"FT"
190521,2014,65,"FT"
190530,2014,61,"FT"
190549,2014,82,"FT"
190558,2014,80,"FT"
190567,2014,86,"FT"
190585,2014,60,"FT"
190594,2014,86,"FT"
190600,2014,79,"FT"
190619,2014,67,"FT"
190628,2014,66,"FT"
190637,2014,83,"FT"
190646,2014,65,"FT"
190655,2014,75,"FT"
190664,2014,86,"FT"
190673,2014,69,"FT"
190691,2014,77,"FT"
190840,2014,63,"FT"
191083,2014,53,"FT"
191126,2014,89,"FT"
191199,2014,56,"FT"
191241,2014,89,"FT"
191302,2014,53,"FT"
191339,2014,57,"FT"
191612,2014,56,"FT"
191649,2014,80,"FT"
191719,2014,56,"FT"
191728,2014,78,"FT"
191986,2014,59,"FT"
192022,2014,57,"FT"
192448,2014,75,"FT"
193016,2014,66,"FT"
193265,2014,96,"FT"
193283,2014,59,"FT"
193292,2014,90,"FT"
193308,2014,75,"FT"
193326,2014,61,"FT"
193478,2014,70,"FT"
193654,2014,83,"FT"
193900,2014,92,"FT"
193946,2014,62,"FT"
194028,2014,52,"FT"
194091,2014,75,"FT"
194222,2014,57,"FT"
194240,2014,64,"FT"
194310,2014,76,"FT"
195003,2014,86,"FT"
195058,2014,71,"FT"
195067,2014,72,"FT"
195173,2014,81,"FT"
195322,2014,55,"FT"
195544,2014,83,"FT"
195809,2014,79,"FT"
195988,2014,50,"FT"
196042,2014,80,"FT"
196060,2014,81,"FT"
196079,2014,89,"FT"
196088,2014,88,"FT"
196130,2014,73,"FT"
196194,2014,80,"FT"
196219,2014,79,"FT"
196264,2014,57,"FT"
196389,2014,79,"FT"
196413,2014,92,"FT"
196565,2014,54,"FT"
196592,2014,64,"FT"
196699,2014,62,"FT"
197294,2014,66,"FT"
197814,2014,55,"FT"
197850,2014,58,"FT"
197887,2014,53,"FT"
